(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.1372, 0.3499]. Recommendation = [0.0, -0.7665, 0.2051], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, -0.3066, 0.3785]. Recommendation = [0.0, -0.7665, 0.2051], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.5963, 0.1922]. Recommendation = [0.0, -0.3066, 0.3785], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.3365, 0.7604]. Recommendation = [0.0, -0.3066, 0.3785], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.1213, -0.0217]. Recommendation = [0.0, -0.2877, 0.4395], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, -0.1051, 0.7085]. Recommendation = [0.0, -0.2877, 0.4395], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, -0.5369, 0.4866]. Recommendation = [0.0, -0.3066, 0.3785], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.9074, 0.5619]. Recommendation = [0.0, -0.4846, 0.4190], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.9445, 0.0424]. Recommendation = [0.0, -0.4846, 0.4190], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.4541, 0.4103]. Recommendation = [0.0, -0.4846, 0.4190], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, -0.3486, 0.0813]. Recommendation = [0.0, -0.4846, 0.4190], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.3655, -0.0114]. Recommendation = [0.0, -0.4790, 0.2900], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.8156, 1.0066]. Recommendation = [0.0, -0.4790, 0.2900], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.6768, 0.6538]. Recommendation = [0.0, -0.4790, 0.2900], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, -0.0978, 0.2604]. Recommendation = [0.0, -0.4790, 0.2900], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 1.2758, 0.6844]. Recommendation = [0.0, -0.4790, 0.2900], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.1263, 1.2652]. Recommendation = [0.0, -0.4790, 0.2900], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, -0.4922, 0.2489]. Recommendation = [0.0, -0.4790, 0.2900], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.6802, -0.0925]. Recommendation = [0.0, -0.4846, 0.4190], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.7665, 0.2051] = 438.5517, sampling [1.0, 0.7884, 0.3168]. Recommendation = [0.0, -0.4846, 0.4190], Current Cost = 5024.00, Rho = 1.000
