(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.2522, -0.6758]. Recommendation = [0.0, 0.0853, -0.3455], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.3888, -0.3701]. Recommendation = [0.0, 0.0853, -0.3455], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.2127, -0.4511]. Recommendation = [0.0, 0.0853, -0.3455], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, -0.0923, -0.6672]. Recommendation = [0.0, 0.0853, -0.3455], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.3043, -0.0596]. Recommendation = [0.0, 0.0853, -0.3455], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.1039, -0.1301]. Recommendation = [0.0, 0.3043, -0.0596], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.3207, -0.1848]. Recommendation = [0.0, 0.3043, -0.0596], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.4016, 0.2698]. Recommendation = [0.0, 0.3043, -0.0596], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.6386, 0.0352]. Recommendation = [0.0, 0.4016, 0.2698], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.1420, 0.2550]. Recommendation = [0.0, 0.4016, 0.2698], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.4594, 0.6974]. Recommendation = [0.0, 0.4016, 0.2698], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.6656, 0.4799]. Recommendation = [0.0, 0.4016, 0.2698], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.2889, 0.5026]. Recommendation = [0.0, 0.4016, 0.2698], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.6071, 0.2249]. Recommendation = [0.0, 0.3554, 0.3485], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.5719, 1.0807]. Recommendation = [0.0, 0.3554, 0.3485], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.8767, 0.7494]. Recommendation = [0.0, 0.3475, 0.2847], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.6873, 0.8601]. Recommendation = [0.0, 0.3475, 0.2847], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.8298, 1.3455]. Recommendation = [0.0, 0.3475, 0.2847], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.8593, 1.0607]. Recommendation = [0.0, 0.3475, 0.2847], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.8640, 0.4220]. Recommendation = [0.0, 0.3475, 0.2847], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.6897, 0.6521]. Recommendation = [0.0, 0.7618, 0.6825], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.4474, 1.5587]. Recommendation = [0.0, 0.7618, 0.6825], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.1821, 0.8252]. Recommendation = [0.0, 0.7618, 0.6825], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.6525, -0.2794]. Recommendation = [0.0, 0.7618, 0.6825], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.5339, 0.3574]. Recommendation = [0.0, 0.7618, 0.6825], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.1558, 0.0315]. Recommendation = [0.0, 0.7618, 0.6825], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 1.0620, 0.0857]. Recommendation = [0.0, 0.7618, 0.6825], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, 0.9235, 0.5905]. Recommendation = [0.0, 0.7618, 0.6825], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, -0.0711, 0.4115]. Recommendation = [0.0, 0.7864, 0.6418], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.0853, -0.3455] = 443.0207, sampling [1.0, -0.1166, -0.0405]. Recommendation = [0.0, 0.7864, 0.6418], Current Cost = 5034.00, Rho = 1.000
