(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, -0.1463, 0.3640]. Recommendation = [0.0, 0.2634, -0.4151], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, -0.1407, 1.0820]. Recommendation = [0.0, -0.1463, 0.3640], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, -0.1956, -0.1223]. Recommendation = [0.0, -0.1463, 0.3640], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, 0.3389, 0.4194]. Recommendation = [0.0, -0.0612, -0.0603], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, -0.5113, 0.5444]. Recommendation = [0.0, -0.0276, 0.0332], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, 0.2002, 0.7755]. Recommendation = [0.0, -0.0276, 0.0332], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, 0.1815, -0.0074]. Recommendation = [0.0, -0.0276, 0.0332], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, -0.5125, 0.1137]. Recommendation = [0.0, -0.0276, 0.0332], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, 0.0777, 1.9971]. Recommendation = [0.0, -0.0276, 0.0332], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, -0.3671, -0.4465]. Recommendation = [0.0, -0.0276, 0.0332], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, 0.6784, 0.6322]. Recommendation = [0.0, -0.0612, -0.0603], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, 0.5749, 0.1407]. Recommendation = [0.0, -0.0612, -0.0603], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, -0.7546, 0.9193]. Recommendation = [0.0, 0.4663, 0.2281], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, -0.9185, 0.3762]. Recommendation = [0.0, 0.4663, 0.2281], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, 0.0300, -0.2858]. Recommendation = [0.0, 0.4663, 0.2281], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.2634, -0.4151] = 432.2902, sampling [1.0, -0.4085, 0.8235]. Recommendation = [0.0, -0.0612, -0.0603], Current Cost = 5020.00, Rho = 1.000
