(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.0012, 0.0829]. Recommendation = [0.0, -0.0930, -0.0310], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.1663, 0.1017]. Recommendation = [0.0, -0.0930, -0.0310], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.1303, 0.2283]. Recommendation = [0.0, -0.1663, 0.1017], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.3128, 0.1677]. Recommendation = [0.0, -0.1663, 0.1017], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.2348, 0.1531]. Recommendation = [0.0, -0.1663, 0.1017], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.2653, 0.2906]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.2428, 0.2168]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.0618, 0.3974]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.1614, 0.1508]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.3940, 0.3408]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.4204, 0.1758]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.3442, 0.2079]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.3589, 0.1140]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.2073, 0.4679]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, 0.0418, 0.1971]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.0340, 0.0250]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.1991, 0.2596]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.5042, 0.3599]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.4737, 0.2436]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.3756, -0.0935]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, 0.2032, -0.0593]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, 0.1880, 0.1470]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, -0.1713, -0.2405]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, 0.1038, -0.2603]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, 0.2893, 0.3339]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, 0.1511, 0.3247]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, 0.3306, 0.0922]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, 0.2727, 0.2135]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.0930, -0.0310] = 454.9482, sampling [1.0, 0.3884, 0.3291]. Recommendation = [0.0, -0.2348, 0.1531], Current Cost = 5033.00, Rho = 1.000
