(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.1637, -0.0116]. Recommendation = [0.0, -0.3373, 0.6464], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.6125, 0.2177]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.0253, -0.3631]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, 0.1618, -0.0978]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.9042, 0.7406]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.5318, -0.1951]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.3901, 0.2085]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.6399, 0.5193]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -1.0366, 0.2933]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -1.1241, 1.0858]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.7265, 1.0500]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.0503, 0.3072]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, 0.2999, -0.4159]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -1.4311, 0.8544]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.2930, -0.2056]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.9342, 1.4585]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.3952, 0.4165]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.5251, 0.8351]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.3176, 0.0738]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.0011, 0.0622]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.3331, -0.6173]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.9561, 1.2666]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -1.2580, 1.4445]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.8625, -0.0007]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.5062, 0.0398]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.8192, 0.5208]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.2336, 0.3789]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, 0.0636, -0.1909]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.4849, 1.2423]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -1.0008, 0.9027]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, 0.1318, -0.6349]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.1953, -0.3850]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.1269, -0.1069]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.8427, -0.3921]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -1.3108, 1.2535]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.8554, 1.0035]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, 0.1973, 0.1680]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, 0.3506, -0.1003]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.3373, 0.6464] = 426.1420, sampling [1.0, -0.0368, 0.5850]. Recommendation = [0.0, -0.1637, -0.0116], Current Cost = 5043.00, Rho = 1.000
