(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, -0.1540, 0.5301]. Recommendation = [0.0, 0.4887, -0.2071], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, 0.2842, 0.1079]. Recommendation = [0.0, 0.4887, -0.2071], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, 0.1797, 0.3591]. Recommendation = [0.0, 0.2842, 0.1079], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, -0.3227, 0.8449]. Recommendation = [0.0, 0.2842, 0.1079], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, 0.0376, 0.0741]. Recommendation = [0.0, 0.2842, 0.1079], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, -0.0149, 0.2476]. Recommendation = [0.0, 0.2842, 0.1079], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, 0.2753, -0.0255]. Recommendation = [0.0, 0.2842, 0.1079], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, -0.5160, 0.5431]. Recommendation = [0.0, 0.2842, 0.1079], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, -0.3863, 0.2920]. Recommendation = [0.0, 0.2842, 0.1079], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, -0.2217, 0.2287]. Recommendation = [0.0, 0.2842, 0.1079], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, 0.4124, 0.2151]. Recommendation = [0.0, -0.2217, 0.2287], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, 0.3216, 0.6080]. Recommendation = [0.0, 0.4124, 0.2151], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, 0.0954, 0.5598]. Recommendation = [0.0, 0.4124, 0.2151], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, 0.3755, 0.4134]. Recommendation = [0.0, 0.4124, 0.2151], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, -0.3657, 0.5888]. Recommendation = [0.0, 0.3898, 0.2336], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, -0.8090, 0.5447]. Recommendation = [0.0, 0.3898, 0.2336], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.4887, -0.2071] = 436.1476, sampling [1.0, -0.6036, 0.3677]. Recommendation = [0.0, 0.3898, 0.2336], Current Cost = 5021.00, Rho = 1.000
