(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.1926, 0.2464]. Recommendation = [0.0, -0.2498, -0.5586], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.4914, 0.7416]. Recommendation = [0.0, 0.1926, 0.2464], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.6586, 0.2555]. Recommendation = [0.0, 0.1926, 0.2464], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.2018, -0.1903]. Recommendation = [0.0, 0.1926, 0.2464], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.0383, 0.7118]. Recommendation = [0.0, 0.4486, 0.2933], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.0848, 0.0078]. Recommendation = [0.0, 0.3321, 0.3169], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.4104, 0.4765]. Recommendation = [0.0, -0.0848, 0.0078], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.2631, 0.3278]. Recommendation = [0.0, -0.0848, 0.0078], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.2259, 1.1484]. Recommendation = [0.0, -0.0234, 0.0945], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.1526, -0.3145]. Recommendation = [0.0, -0.0234, 0.0945], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.7622, 0.6274]. Recommendation = [0.0, -0.0234, 0.0945], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.4163, 0.1175]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.5084, 0.7819]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.3024, 1.1021]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.0651, 0.3812]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.3164, -0.0144]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.9126, 0.9185]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.6132, 0.3123]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.3532, 0.5082]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.5943, -0.2174]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.0950, -0.4760]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.1661, 0.0591]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.6488, 1.0484]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.8460, 0.3885]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.1878, 0.5826]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.8339, 0.6989]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.7753, 1.0473]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.6085, 0.6213]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.3842, -0.1295]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.8499, 0.1080]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.8847, 1.3771]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.2835, 1.0530]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.9675, 1.1170]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.3753, 1.6306]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.0978, 0.8568]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.0147, -0.1670]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.4706, 0.1611]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.3717, -0.4462]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.3481, 1.5154]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.1887, 1.3256]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.0650, 1.6747]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.5758, 1.2467]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.4804, -0.2111]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.6527, 0.4334]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.8968, 0.3344]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.1363, 0.9743]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.1146, 0.5751]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.9519, 1.2246]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.6708, 0.0389]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.8540, 0.8861]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.3191, 1.3709]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.4114, 1.0644]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.0913, 1.6858]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.9365, 1.4930]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.1574, 1.1711]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.4815, 1.6931]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.1434, 1.5000]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.9378, 0.7301]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.3051, 1.9813]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.8867, 1.9176]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.2802, 1.6779]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.1334, 0.1789]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.7407, 1.4027]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.6917, 0.8309]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.7993, 0.4599]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.4486, 0.2933]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.5368, 0.0637]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.4322, 1.8534]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.0819, 1.9568]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.8113, 1.8755]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.5626, 1.2631]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.0509, 0.7856]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.8004, 1.7302]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.2667, 0.7779]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.2113, -0.1216]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.1726, 1.5684]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.4980, 0.8278]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.2404, 1.8694]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.6876, 1.3349]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.1125, 1.9966]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.6047, 0.9473]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.2307, 0.8706]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.6206, 1.9687]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 1.0451, 1.2573]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.4582, 0.4252]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, 0.0285, -0.2921]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.3126, 0.1590]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.0629, 0.0894]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.4599, 0.5608]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -1.4245, 1.8325]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, -0.2498, -0.5586] = 416.1747, sampling [1.0, -0.3214, -0.3062]. Recommendation = [0.0, 0.7622, 0.6274], Current Cost = 5095.00, Rho = 1.000
