(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.0540, 0.2671]. Recommendation = [0.0, -0.4743, -0.2403], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.5736, 0.6908]. Recommendation = [0.0, 0.0540, 0.2671], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.4822, 0.1693]. Recommendation = [0.0, 0.5736, 0.6908], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.1518, -0.1538]. Recommendation = [0.0, 0.4822, 0.1693], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 1.0440, 0.9348]. Recommendation = [0.0, 0.3217, 0.2810], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 1.0105, 0.3986]. Recommendation = [0.0, 0.4822, 0.1693], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.7282, 1.3250]. Recommendation = [0.0, 0.4822, 0.1693], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -0.2561, 0.2141]. Recommendation = [0.0, 0.4822, 0.1693], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.1559, 0.5982]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 1.5361, 0.8851]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.3355, 1.0063]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -0.2044, -0.0318]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.6310, -0.1144]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.7575, 0.4553]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 1.2150, 1.4952]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -0.4979, 0.4397]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.8078, 0.9401]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.9369, 0.0284]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.8959, 1.8793]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.4605, 0.3662]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.1043, 1.5583]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 1.1208, 1.2926]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.2842, 0.1497]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -0.2373, 0.4012]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -0.5518, 0.0090]. Recommendation = [0.0, -0.1276, 0.0589], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.8511, 0.6759]. Recommendation = [0.0, -0.3350, -0.0511], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -0.6485, 0.8978]. Recommendation = [0.0, -0.3350, -0.0511], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -0.8711, 0.4623]. Recommendation = [0.0, -0.3350, -0.0511], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -0.4253, 0.6126]. Recommendation = [0.0, 1.1208, 1.2926], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.7114, 0.1895]. Recommendation = [0.0, 1.1208, 1.2926], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, 0.3782, -0.4645]. Recommendation = [0.0, 1.1208, 1.2926], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -0.0931, -0.3357]. Recommendation = [0.0, 1.1208, 1.2926], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -0.5995, 1.3230]. Recommendation = [0.0, -0.3350, -0.0511], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -1.0839, 0.9045]. Recommendation = [0.0, -0.3350, -0.0511], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.4743, -0.2403] = 432.4799, sampling [1.0, -0.7807, 0.6662]. Recommendation = [0.0, -0.3350, -0.0511], Current Cost = 5039.00, Rho = 1.000
