(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, -0.1318, -0.1889]. Recommendation = [0.0, -0.9873, 1.5040], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, -0.0062, 0.1888]. Recommendation = [0.0, -0.1318, -0.1889], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, -0.1678, 0.9373]. Recommendation = [0.0, -0.1318, -0.1889], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, 0.0748, -0.1583]. Recommendation = [0.0, -0.1318, -0.1889], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, -0.2470, 0.0474]. Recommendation = [0.0, -0.1318, -0.1889], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, 0.1073, 0.0314]. Recommendation = [0.0, -0.2470, 0.0474], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, -0.2975, -0.1154]. Recommendation = [0.0, -0.2470, 0.0474], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, -0.1739, 0.2816]. Recommendation = [0.0, -0.2470, 0.0474], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, 0.0504, 0.4495]. Recommendation = [0.0, -0.2470, 0.0474], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, -0.1566, -0.3171]. Recommendation = [0.0, -0.2470, 0.0474], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, -0.2119, 0.1035]. Recommendation = [0.0, -0.2470, 0.0474], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, -0.5300, 1.4130]. Recommendation = [0.0, -0.2119, 0.1035], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, -0.3362, 0.4752]. Recommendation = [0.0, -0.2119, 0.1035], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.9873, 1.5040] = 424.3318, sampling [1.0, -0.4087, 0.2285]. Recommendation = [0.0, -0.2119, 0.1035], Current Cost = 5018.00, Rho = 1.000
