(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, 0.2904, 0.7695]. Recommendation = [0.0, -0.7382, 0.6465], Current Cost = 5005.00, Rho = 0.995
(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, 0.9828, 0.9510]. Recommendation = [0.0, -0.7382, 0.6465], Current Cost = 5006.00, Rho = 0.995
(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, 0.5010, 1.4557]. Recommendation = [0.0, -0.7382, 0.6465], Current Cost = 5007.00, Rho = 0.995
(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, 0.2213, 0.1071]. Recommendation = [0.0, -0.7382, 0.6465], Current Cost = 5008.00, Rho = 0.995
(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, -0.1703, 0.5084]. Recommendation = [0.0, 0.2213, 0.1071], Current Cost = 5009.00, Rho = 0.995
(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, 0.7457, 0.4619]. Recommendation = [0.0, 0.2213, 0.1071], Current Cost = 5010.00, Rho = 0.995
(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, 1.5074, 0.8004]. Recommendation = [0.0, 0.7457, 0.4619], Current Cost = 5011.00, Rho = 0.995
(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, -0.3725, 0.9729]. Recommendation = [0.0, 0.7457, 0.4619], Current Cost = 5012.00, Rho = 0.995
(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, 0.4408, -0.3602]. Recommendation = [0.0, 0.7457, 0.4619], Current Cost = 5013.00, Rho = 0.995
(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, 0.4707, 0.2639]. Recommendation = [0.0, 0.7457, 0.4619], Current Cost = 5014.00, Rho = 0.995
(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, 0.6278, 0.8284]. Recommendation = [0.0, 0.4707, 0.2639], Current Cost = 5015.00, Rho = 0.995
(iter 10) [0.0, -0.7382, 0.6465] = 452.2475, sampling [1.0, 0.9984, 1.2661]. Recommendation = [0.0, 0.4707, 0.2639], Current Cost = 5016.00, Rho = 0.995
