(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.1514, -0.3891]. Recommendation = [0.0, 0.0152, -0.5445], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.0926, -0.0017]. Recommendation = [0.0, 0.1514, -0.3891], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.2758, -0.1672]. Recommendation = [0.0, 0.0926, -0.0017], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.1847, 0.2697]. Recommendation = [0.0, 0.0926, -0.0017], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.3208, 0.0575]. Recommendation = [0.0, 0.1847, 0.2697], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.0172, 0.7612]. Recommendation = [0.0, 0.2765, 0.0439], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, -0.0753, 0.3548]. Recommendation = [0.0, 0.2765, 0.0439], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.2500, 0.4932]. Recommendation = [0.0, 0.2765, 0.0439], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, -0.3971, 1.2528]. Recommendation = [0.0, 0.2765, 0.0439], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.3954, 0.3577]. Recommendation = [0.0, 0.2765, 0.0439], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.3090, 0.2321]. Recommendation = [0.0, 0.2665, 0.1376], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.2665, 0.1376]. Recommendation = [0.0, 0.3090, 0.2321], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.0510, 0.2312]. Recommendation = [0.0, 0.3090, 0.2321], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.4425, -0.0950]. Recommendation = [0.0, 0.3090, 0.2321], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.6261, 0.1321]. Recommendation = [0.0, 0.3090, 0.2321], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.3854, -0.3271]. Recommendation = [0.0, 0.3090, 0.2321], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.5112, 0.4993]. Recommendation = [0.0, 0.3090, 0.2321], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.5921, 0.3401]. Recommendation = [0.0, 0.3090, 0.2321], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.0350, 0.5306]. Recommendation = [0.0, 0.3090, 0.2321], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.0212, -0.0969]. Recommendation = [0.0, 0.3090, 0.2321], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, 0.2694, -0.0625]. Recommendation = [0.0, 0.3090, 0.2321], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.0152, -0.5445] = 425.6603, sampling [1.0, -0.1010, 0.0465]. Recommendation = [0.0, 0.3090, 0.2321], Current Cost = 5026.00, Rho = 1.000
