(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.0211, -0.9720]. Recommendation = [0.0, 0.0018, -1.0920], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.1213, -0.9177]. Recommendation = [0.0, 0.0211, -0.9720], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.0050, -0.7617]. Recommendation = [0.0, 0.1213, -0.9177], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.2309, -0.6842]. Recommendation = [0.0, 0.0050, -0.7617], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.2682, -0.5757]. Recommendation = [0.0, 0.2309, -0.6842], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.1615, -0.3876]. Recommendation = [0.0, 0.2682, -0.5757], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.0993, -0.4353]. Recommendation = [0.0, 0.1615, -0.3876], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.1313, -0.3224]. Recommendation = [0.0, 0.1615, -0.3876], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.0752, -0.3053]. Recommendation = [0.0, 0.1313, -0.3224], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.0992, -0.1638]. Recommendation = [0.0, -0.0752, -0.3053], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.2222, -0.2455]. Recommendation = [0.0, -0.0752, -0.3053], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.0594, -0.0591]. Recommendation = [0.0, -0.0752, -0.3053], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.2395, -0.0817]. Recommendation = [0.0, -0.0752, -0.3053], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.1250, 0.0474]. Recommendation = [0.0, -0.0752, -0.3053], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.0936, 0.0198]. Recommendation = [0.0, -0.0752, -0.3053], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.0508, 0.0965]. Recommendation = [0.0, -0.0936, 0.0198], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.0541, 0.1698]. Recommendation = [0.0, -0.0936, 0.0198], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.2832, -0.1410]. Recommendation = [0.0, -0.0936, 0.0198], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.1016, -0.2659]. Recommendation = [0.0, -0.0936, 0.0198], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.1283, 0.1186]. Recommendation = [0.0, -0.0936, 0.0198], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.3199, 0.1420]. Recommendation = [0.0, -0.0936, 0.0198], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.3588, 0.0415]. Recommendation = [0.0, -0.0936, 0.0198], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.1143, 0.4004]. Recommendation = [0.0, -0.0936, 0.0198], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.4425, 0.2367]. Recommendation = [0.0, -0.0936, 0.0198], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.3276, 0.5010]. Recommendation = [0.0, -0.0936, 0.0198], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.4006, 0.1810]. Recommendation = [0.0, -0.0936, 0.0198], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.5353, -0.0288]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.3455, -0.1031]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.5126, 0.3299]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.3898, -0.3575]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.4188, 0.4533]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.3695, -0.0189]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.6683, 0.1321]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.1993, 0.0344]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.1734, 0.6317]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.0572, 0.4227]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.2464, 0.4854]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.3153, 0.0854]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.2154, 0.3353]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.4651, 0.6884]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.5215, 0.2705]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.2783, 0.8787]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.6657, 0.2593]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.5398, -0.2981]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.7209, -0.0554]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.3651, -0.0731]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.0676, 0.6376]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.1345, 0.5261]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, 0.0601, -0.0053]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.3353, -0.4245]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.1331, -0.5542]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.4325, 0.2227]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.3487, 0.0519]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.3048, 0.5081]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.0018, -1.0920] = 336.0576, sampling [1.0, -0.1798, 0.4288]. Recommendation = [0.0, 0.4006, 0.1810], Current Cost = 5059.00, Rho = 1.000
