(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, -0.0137, -0.0013]. Recommendation = [0.0, -0.1489, -0.1884], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.0397, -0.1461]. Recommendation = [0.0, -0.0137, -0.0013], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.1872, -0.0252]. Recommendation = [0.0, -0.0137, -0.0013], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.0650, 0.2148]. Recommendation = [0.0, -0.0137, -0.0013], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, -0.1192, 0.0062]. Recommendation = [0.0, -0.0137, -0.0013], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.3407, 0.1242]. Recommendation = [0.0, -0.1192, 0.0062], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.3521, 0.3501]. Recommendation = [0.0, 0.3407, 0.1242], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.2638, 0.3029]. Recommendation = [0.0, 0.3407, 0.1242], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.4896, 0.1562]. Recommendation = [0.0, 0.3407, 0.1242], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.5968, 0.3225]. Recommendation = [0.0, 0.3407, 0.1242], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.4324, 0.0407]. Recommendation = [0.0, 0.3407, 0.1242], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.3200, 0.0087]. Recommendation = [0.0, 0.4324, 0.0407], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.4595, 0.4280]. Recommendation = [0.0, 0.4324, 0.0407], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.6035, 0.0833]. Recommendation = [0.0, 0.4324, 0.0407], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.2029, 0.4515]. Recommendation = [0.0, 0.4324, 0.0407], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.4318, -0.0747]. Recommendation = [0.0, 0.4324, 0.0407], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.3156, -0.1061]. Recommendation = [0.0, 0.4324, 0.0407], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.1540, 0.2421]. Recommendation = [0.0, 0.4324, 0.0407], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.1489, -0.1884] = 450.5464, sampling [1.0, 0.5415, 0.1501]. Recommendation = [0.0, 0.4324, 0.0407], Current Cost = 5023.00, Rho = 1.000
