(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.3643, 0.3530]. Recommendation = [0.0, 0.0910, -0.0208], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.6598, 0.6304]. Recommendation = [0.0, 0.3643, 0.3530], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.4106, 0.6858]. Recommendation = [0.0, 0.3643, 0.3530], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.5607, 0.2723]. Recommendation = [0.0, 0.3643, 0.3530], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.2880, 0.2298]. Recommendation = [0.0, 0.3716, 0.3498], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.6136, 0.4698]. Recommendation = [0.0, 0.2880, 0.2298], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.9217, 0.7796]. Recommendation = [0.0, 0.2880, 0.2298], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.6839, 0.8889]. Recommendation = [0.0, 0.2880, 0.2298], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.9011, 0.4499]. Recommendation = [0.0, 0.2880, 0.2298], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.7740, 0.6467]. Recommendation = [0.0, 0.2880, 0.2298], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.1701, 0.1157]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.5051, 0.1116]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.2518, 0.0080]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.7515, 0.3306]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.9457, 0.5679]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.9426, 1.0378]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.2356, 0.4088]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.4457, 0.4827]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 1.1141, 0.7981]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.6474, 0.7502]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.7450, 0.0994]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.7272, 1.0922]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.0575, 0.2533]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.8512, 0.6781]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.9779, 0.9257]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.1268, 0.5336]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 1.0984, 0.4561]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.4943, 0.3760]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.2881, 0.9693]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.2686, 0.5260]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.6790, 0.2133]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.0910, -0.0208] = 455.3890, sampling [1.0, 0.7612, 0.7019]. Recommendation = [0.0, 0.7740, 0.6467], Current Cost = 5036.00, Rho = 1.000
