(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -0.6254, 1.2153]. Recommendation = [0.0, -0.7593, 1.0678], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -0.4624, 0.9002]. Recommendation = [0.0, -0.7593, 1.0678], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -0.6672, 0.9178]. Recommendation = [0.0, -0.7593, 1.0678], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -0.3925, 1.0941]. Recommendation = [0.0, -0.6878, 0.9707], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -0.8039, 0.9453]. Recommendation = [0.0, -0.6878, 0.9707], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -0.6339, 0.7706]. Recommendation = [0.0, -0.6878, 0.9707], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -0.7478, 0.8572]. Recommendation = [0.0, -0.6339, 0.7706], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -1.0107, 1.0308]. Recommendation = [0.0, -0.6339, 0.7706], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -0.9292, 1.2575]. Recommendation = [0.0, -0.6339, 0.7706], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -0.9266, 1.0631]. Recommendation = [0.0, -0.9266, 1.0631], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -0.8937, 0.6698]. Recommendation = [0.0, -0.6339, 0.7706], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -1.1920, 0.8465]. Recommendation = [0.0, -0.6339, 0.7706], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -1.1859, 1.1595]. Recommendation = [0.0, -0.6339, 0.7706], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -1.1195, 0.9573]. Recommendation = [0.0, -1.0853, 1.0218], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.7593, 1.0678] = 429.0812, sampling [1.0, -1.1024, 1.4012]. Recommendation = [0.0, -1.0853, 1.0218], Current Cost = 5019.00, Rho = 1.000
