(iter 10) [0.0, -0.0795, 0.3120] = 445.7937, sampling [1.0, 0.1658, 0.4495]. Recommendation = [0.0, -0.0795, 0.3120], Current Cost = 5005.00, Rho = 0.998
(iter 10) [0.0, -0.0795, 0.3120] = 445.7937, sampling [1.0, 0.0335, 0.4700]. Recommendation = [0.0, 0.1658, 0.4495], Current Cost = 5006.00, Rho = 0.998
(iter 10) [0.0, -0.0795, 0.3120] = 445.7937, sampling [1.0, 0.1320, 0.2231]. Recommendation = [0.0, 0.1658, 0.4495], Current Cost = 5007.00, Rho = 0.998
(iter 10) [0.0, -0.0795, 0.3120] = 445.7937, sampling [1.0, 0.3552, 0.3077]. Recommendation = [0.0, 0.1658, 0.4495], Current Cost = 5008.00, Rho = 0.998
(iter 10) [0.0, -0.0795, 0.3120] = 445.7937, sampling [1.0, 0.3714, 0.5803]. Recommendation = [0.0, 0.3552, 0.3077], Current Cost = 5009.00, Rho = 0.998
(iter 10) [0.0, -0.0795, 0.3120] = 445.7937, sampling [1.0, 0.2968, 0.2373]. Recommendation = [0.0, 0.3552, 0.3077], Current Cost = 5010.00, Rho = 0.998
(iter 10) [0.0, -0.0795, 0.3120] = 445.7937, sampling [1.0, 0.4792, 0.3506]. Recommendation = [0.0, 0.2968, 0.2373], Current Cost = 5011.00, Rho = 0.998
(iter 10) [0.0, -0.0795, 0.3120] = 445.7937, sampling [1.0, 0.3592, 0.0986]. Recommendation = [0.0, 0.2968, 0.2373], Current Cost = 5012.00, Rho = 0.998
(iter 10) [0.0, -0.0795, 0.3120] = 445.7937, sampling [1.0, 0.5350, 0.1715]. Recommendation = [0.0, 0.3592, 0.0986], Current Cost = 5013.00, Rho = 0.998
(iter 10) [0.0, -0.0795, 0.3120] = 445.7937, sampling [1.0, 0.2408, -0.0134]. Recommendation = [0.0, 0.3592, 0.0986], Current Cost = 5014.00, Rho = 0.998
(iter 10) [0.0, -0.0795, 0.3120] = 445.7937, sampling [1.0, 0.4200, -0.0969]. Recommendation = [0.0, 0.3223, 0.1265], Current Cost = 5015.00, Rho = 0.998
