(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.2252, 1.1217]. Recommendation = [0.0, 0.6209, 0.8411], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, 0.1879, 0.5568]. Recommendation = [0.0, 0.6209, 0.8411], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, 0.2353, 0.7725]. Recommendation = [0.0, 0.6209, 0.8411], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.9762, 1.6138]. Recommendation = [0.0, 0.6209, 0.8411], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -1.0442, 1.1570]. Recommendation = [0.0, 0.6209, 0.8411], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.2973, 0.4125]. Recommendation = [0.0, -1.0442, 1.1570], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.7797, 0.7471]. Recommendation = [0.0, -0.2973, 0.4125], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.0125, 0.1547]. Recommendation = [0.0, -0.2973, 0.4125], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.0996, 0.4422]. Recommendation = [0.0, -0.2973, 0.4125], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -1.3208, 1.2312]. Recommendation = [0.0, -0.2973, 0.4125], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.4824, 0.1811]. Recommendation = [0.0, -0.2973, 0.4125], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.6874, 0.5317]. Recommendation = [0.0, -0.3546, 0.3812], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -1.1226, 0.7411]. Recommendation = [0.0, -0.3639, 0.3781], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.0324, -0.1702]. Recommendation = [0.0, -0.3639, 0.3781], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.2676, 0.0302]. Recommendation = [0.0, -0.0324, -0.1702], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, 0.2027, -0.0427]. Recommendation = [0.0, -0.0324, -0.1702], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.7485, 1.1503]. Recommendation = [0.0, -0.0385, -0.1160], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.2086, 0.2024]. Recommendation = [0.0, -0.0385, -0.1160], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, 0.3042, 0.2796]. Recommendation = [0.0, -0.0385, -0.1160], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, 0.0895, -0.3810]. Recommendation = [0.0, -0.0385, -0.1160], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.6209, 0.8411] = 435.4057, sampling [1.0, -0.2717, -0.1790]. Recommendation = [0.0, -0.0324, -0.1702], Current Cost = 5025.00, Rho = 1.000
