(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.1786, 0.7302]. Recommendation = [0.0, -0.8122, 0.8388], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, -0.3368, 0.9267]. Recommendation = [0.0, -0.8122, 0.8388], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.7135, 0.7992]. Recommendation = [0.0, -0.8122, 0.8388], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.5199, 0.3683]. Recommendation = [0.0, 0.7135, 0.7992], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.4298, 1.1286]. Recommendation = [0.0, 0.6012, 0.5625], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.7075, 0.5855]. Recommendation = [0.0, 0.5828, 0.6079], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 1.0185, 0.7234]. Recommendation = [0.0, 0.6012, 0.5625], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.4733, 0.6994]. Recommendation = [0.0, 0.7075, 0.5855], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.0202, 0.4114]. Recommendation = [0.0, 0.7075, 0.5855], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, -0.3658, 0.5699]. Recommendation = [0.0, 0.7075, 0.5855], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.4077, 0.0214]. Recommendation = [0.0, 0.7075, 0.5855], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.1961, 0.2024]. Recommendation = [0.0, 0.4077, 0.0214], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.6869, 0.1853]. Recommendation = [0.0, 0.4077, 0.0214], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.2546, 0.4324]. Recommendation = [0.0, 0.4077, 0.0214], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, -0.1294, 0.6100]. Recommendation = [0.0, 0.4077, 0.0214], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.9343, 1.0784]. Recommendation = [0.0, 0.4077, 0.0214], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, -0.6142, 0.6630]. Recommendation = [0.0, 0.4077, 0.0214], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.7393, -0.2522]. Recommendation = [0.0, 0.4077, 0.0214], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.0849, -0.0658]. Recommendation = [0.0, 0.4077, 0.0214], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, -0.2396, 0.2621]. Recommendation = [0.0, 0.4077, 0.0214], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.2917, -0.3165]. Recommendation = [0.0, -0.2396, 0.2621], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, -0.1328, 0.0711]. Recommendation = [0.0, -0.2396, 0.2621], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, -0.5106, 0.2470]. Recommendation = [0.0, -0.1328, 0.0711], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.5452, -0.0944]. Recommendation = [0.0, -0.1328, 0.0711], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.9633, 0.4814]. Recommendation = [0.0, -0.1328, 0.0711], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 1.3830, 0.5732]. Recommendation = [0.0, -0.1328, 0.0711], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, -0.3849, 0.3274]. Recommendation = [0.0, -0.1328, 0.0711], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, -0.7191, 0.4656]. Recommendation = [0.0, -0.1328, 0.0711], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, -0.4751, 0.4920]. Recommendation = [0.0, -0.1328, 0.0711], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.8122, 0.8388] = 449.8082, sampling [1.0, 0.7979, 0.9484]. Recommendation = [0.0, -0.1328, 0.0711], Current Cost = 5034.00, Rho = 1.000
