(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.0057, 0.1708]. Recommendation = [0.0, 0.0297, -0.5857], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.1658, -0.1388]. Recommendation = [0.0, -0.0057, 0.1708], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.3699, 0.2075]. Recommendation = [0.0, -0.1658, -0.1388], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.1997, -0.0904]. Recommendation = [0.0, 0.3699, 0.2075], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.1539, 0.5349]. Recommendation = [0.0, 0.3699, 0.2075], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.3930, 0.3018]. Recommendation = [0.0, 0.3699, 0.2075], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.3828, 0.0280]. Recommendation = [0.0, 0.3699, 0.2075], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.2511, 0.5115]. Recommendation = [0.0, 0.3699, 0.2075], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.6044, 0.4253]. Recommendation = [0.0, 0.3699, 0.2075], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.1777, 0.1169]. Recommendation = [0.0, 0.3699, 0.2075], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.2269, 0.2788]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.0427, -0.2640]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.3313, -0.2807]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.5991, 0.1636]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.4391, 0.3633]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.0859, 0.0129]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.6470, 0.4043]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.7363, 0.1332]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.4972, 0.7122]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.3590, 0.0240]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.4775, 0.5592]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.4903, 0.3686]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.0450, 0.7865]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.2390, 0.0056]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.5216, -0.0766]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.3140, 0.3218]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.0783, -0.2012]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.3299, 0.4576]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, 0.1141, 0.3300]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.0297, -0.5857] = 420.9458, sampling [1.0, -0.6431, 0.7042]. Recommendation = [0.0, -0.1777, 0.1169], Current Cost = 5034.00, Rho = 1.000
