(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.3207, 0.5575]. Recommendation = [0.0, 0.6033, 0.6327], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, 0.1788, 0.5473]. Recommendation = [0.0, 0.6033, 0.6327], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.6735, 0.1490]. Recommendation = [0.0, 0.6033, 0.6327], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.2107, 0.1896]. Recommendation = [0.0, -0.3871, 0.2589], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.8212, 0.6961]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.1475, 1.0625]. Recommendation = [0.0, -0.3871, 0.2589], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -1.1456, 0.3068]. Recommendation = [0.0, -0.3871, 0.2589], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.4642, 0.3171]. Recommendation = [0.0, -0.3871, 0.2589], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.5787, -0.1605]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.0982, 0.4620]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.4815, 0.0906]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.8020, 1.1223]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.5024, 0.7195]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -1.1054, 0.8843]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, 0.4080, 0.7504]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.7014, 0.9011]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, 0.0389, 0.2412]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.6704, 0.3380]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.1038, 0.0228]. Recommendation = [0.0, -0.2107, 0.1896], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.9214, -0.4495]. Recommendation = [0.0, -0.1140, 0.0313], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -1.0855, 1.1895]. Recommendation = [0.0, -0.1140, 0.0313], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.3968, -0.0853]. Recommendation = [0.0, -0.1140, 0.0313], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.7083, 1.4496]. Recommendation = [0.0, -0.1140, 0.0313], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, 0.0027, 0.7002]. Recommendation = [0.0, -0.1140, 0.0313], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.8921, 0.9098]. Recommendation = [0.0, -0.1140, 0.0313], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, 0.3676, 0.4743]. Recommendation = [0.0, -0.1140, 0.0313], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.6944, 0.5935]. Recommendation = [0.0, -0.1140, 0.0313], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -0.2764, 0.0980]. Recommendation = [0.0, -0.1140, 0.0313], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.6033, 0.6327] = 448.9188, sampling [1.0, -1.4384, 0.7395]. Recommendation = [0.0, -0.1140, 0.0313], Current Cost = 5033.00, Rho = 1.000
