(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.8934, 0.2361]. Recommendation = [0.0, 0.0699, -0.6701], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.4979, -0.2471]. Recommendation = [0.0, 0.8934, 0.2361], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 1.0301, 0.7175]. Recommendation = [0.0, 0.4979, -0.2471], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.5790, 0.3975]. Recommendation = [0.0, 0.4979, -0.2471], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.9291, -0.2694]. Recommendation = [0.0, 0.5790, 0.3975], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.2873, 0.0916]. Recommendation = [0.0, 0.6790, 0.4580], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.5314, 0.1366]. Recommendation = [0.0, 0.2873, 0.0916], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.6981, 0.6873]. Recommendation = [0.0, 0.2873, 0.0916], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.2066, -0.2666]. Recommendation = [0.0, 0.6981, 0.6873], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.4210, -0.0283]. Recommendation = [0.0, 0.6981, 0.6873], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.8426, 0.4652]. Recommendation = [0.0, 0.6981, 0.6873], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.3479, 0.4622]. Recommendation = [0.0, 0.6981, 0.6873], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.9004, 1.0107]. Recommendation = [0.0, 0.6981, 0.6873], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.5449, 0.5685]. Recommendation = [0.0, 0.6981, 0.6873], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.3098, 0.2321]. Recommendation = [0.0, 0.6981, 0.6873], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.7930, 0.7523]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 1.4324, 0.7509]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.2274, -0.0599]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.7318, 0.8552]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.5847, 0.2637]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.3959, 0.3606]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.2806, -0.4473]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.6790, 0.4580]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.1183, 0.2745]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.3671, -0.1120]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.6347, 0.0815]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.8478, 1.3592]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.3554, 0.6696]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.1969, 0.1629]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.0699, -0.6701] = 409.8674, sampling [1.0, 0.9903, 0.5268]. Recommendation = [0.0, 0.3098, 0.2321], Current Cost = 5034.00, Rho = 1.000
