(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.6205, 1.1156]. Recommendation = [0.0, 1.0273, 1.8638], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.1314, 0.2660]. Recommendation = [0.0, 0.6205, 1.1156], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.4078, 0.6947]. Recommendation = [0.0, 0.1314, 0.2660], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, -0.1884, -0.1538]. Recommendation = [0.0, 0.1314, 0.2660], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, -0.2903, 0.3127]. Recommendation = [0.0, -0.1884, -0.1538], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, -0.0354, 0.4983]. Recommendation = [0.0, -0.2903, 0.3127], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.1461, -0.2730]. Recommendation = [0.0, -0.2903, 0.3127], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.5999, 1.5782]. Recommendation = [0.0, -0.0496, -0.0516], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, -0.0496, -0.0516]. Recommendation = [0.0, -0.0496, -0.0516], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.3637, 0.0928]. Recommendation = [0.0, -0.0496, -0.0516], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.7064, 0.4357]. Recommendation = [0.0, 0.1814, 0.0718], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 1.1079, 0.9388]. Recommendation = [0.0, 0.3637, 0.0928], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.8473, 0.7433]. Recommendation = [0.0, 0.3637, 0.0928], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 1.2103, 1.3189]. Recommendation = [0.0, 0.8473, 0.7433], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.9671, 1.2345]. Recommendation = [0.0, 1.2103, 1.3189], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.4939, 0.2565]. Recommendation = [0.0, 1.2103, 1.3189], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 1.5154, 1.0631]. Recommendation = [0.0, 1.2103, 1.3189], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.9088, 0.9747]. Recommendation = [0.0, 1.2103, 1.3189], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, -0.1421, -0.4199]. Recommendation = [0.0, 1.2103, 1.3189], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.2262, -0.0143]. Recommendation = [0.0, 1.2103, 1.3189], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, -0.4798, 0.0968]. Recommendation = [0.0, 1.2103, 1.3189], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.6603, 0.6425]. Recommendation = [0.0, 1.2103, 1.3189], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 1.1132, 1.4620]. Recommendation = [0.0, 1.2103, 1.3189], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, -0.3807, -0.2509]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.9149, 0.5689]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.0572, 0.1066]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.4657, -0.1355]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.7023, 0.1665]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.6926, 0.8377]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, -0.4911, 0.4744]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, -0.2221, 0.6554]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 1.2957, 1.5439]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 1.0440, 0.7676]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.2698, 0.3016]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.5801, 0.4592]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.9621, 1.5156]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 0.3257, 1.0020]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 1.0273, 1.8638] = 390.9350, sampling [1.0, 1.1376, 1.6526]. Recommendation = [0.0, 1.1524, 1.3683], Current Cost = 5042.00, Rho = 1.000
