(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.3655, -0.0044]. Recommendation = [0.0, -0.9791, 0.8972], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.8366, 0.4006]. Recommendation = [0.0, -0.9791, 0.8972], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.4844, 0.4437]. Recommendation = [0.0, -0.9791, 0.8972], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.0294, -0.4307]. Recommendation = [0.0, -0.6260, 0.4056], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.7415, -0.1093]. Recommendation = [0.0, -0.6260, 0.4056], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.0516, -0.0006]. Recommendation = [0.0, -0.6260, 0.4056], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.6662, 0.6814]. Recommendation = [0.0, -0.0516, -0.0006], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.2702, -0.2495]. Recommendation = [0.0, -0.6260, 0.4056], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.1072, 0.2562]. Recommendation = [0.0, -0.6260, 0.4056], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.4612, 0.2529]. Recommendation = [0.0, -0.6260, 0.4056], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -1.1285, 0.4584]. Recommendation = [0.0, -0.0516, -0.0006], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, 0.2750, -0.1618]. Recommendation = [0.0, -0.6260, 0.4056], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.2625, 0.6263]. Recommendation = [0.0, -0.6260, 0.4056], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.6716, 0.1949]. Recommendation = [0.0, -0.0516, -0.0006], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.5806, 0.9382]. Recommendation = [0.0, -0.0516, -0.0006], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.9122, 0.7550]. Recommendation = [0.0, -0.0516, -0.0006], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.2076, 0.1305]. Recommendation = [0.0, -0.0516, -0.0006], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.7181, 0.4980]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.3085, 0.3489]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.4660, -0.6184]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, 0.2170, -0.5577]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.1487, -0.1299]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, 0.0989, 0.0736]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.8063, 1.0877]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -1.1925, 1.0488]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.9878, 1.2989]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.4974, -0.1813]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -1.2047, 0.7359]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.9791, 0.8972] = 452.0050, sampling [1.0, -0.6260, 0.4056]. Recommendation = [0.0, -0.2076, 0.1305], Current Cost = 5033.00, Rho = 1.000
