(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.0125, 0.4345]. Recommendation = [0.0, 0.5474, -0.1217], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.5348, 0.7163]. Recommendation = [0.0, 0.5474, -0.1217], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.4773, 0.2582]. Recommendation = [0.0, -0.5348, 0.7163], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.3321, 0.1211]. Recommendation = [0.0, 0.4773, 0.2582], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.1556, 0.7982]. Recommendation = [0.0, 0.3321, 0.1211], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.4690, 0.4089]. Recommendation = [0.0, 0.3321, 0.1211], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.2850, 0.6486]. Recommendation = [0.0, 0.3321, 0.1211], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.0551, 0.0492]. Recommendation = [0.0, 0.3321, 0.1211], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.7567, 0.5967]. Recommendation = [0.0, 0.3321, 0.1211], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.2518, 0.2915]. Recommendation = [0.0, 0.3321, 0.1211], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.4967, 0.5159]. Recommendation = [0.0, 0.3321, 0.1211], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.7104, 0.1961]. Recommendation = [0.0, 0.3321, 0.1211], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.2724, 0.3525]. Recommendation = [0.0, 0.3321, 0.1211], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.3768, -0.0691]. Recommendation = [0.0, 0.3321, 0.1211], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.7226, 0.9301]. Recommendation = [0.0, 0.4076, 0.1823], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.1112, 0.1713]. Recommendation = [0.0, 0.4076, 0.1823], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.8021, 0.7299]. Recommendation = [0.0, 0.4076, 0.1823], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.3835, 0.9325]. Recommendation = [0.0, 0.4076, 0.1823], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.2180, -0.1968]. Recommendation = [0.0, 0.4076, 0.1823], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.2222, 0.0389]. Recommendation = [0.0, 0.3321, 0.1211], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.1160, 0.3000]. Recommendation = [0.0, -0.2222, 0.0389], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.5285, 0.2054]. Recommendation = [0.0, -0.2222, 0.0389], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.6468, 0.3937]. Recommendation = [0.0, -0.2222, 0.0389], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.1055, -0.1523]. Recommendation = [0.0, -0.2222, 0.0389], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.1395, 0.0410]. Recommendation = [0.0, -0.2222, 0.0389], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.0361, -0.1823]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, -0.5742, 0.5902]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.4367, -0.4176]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.7784, 0.4585]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.6861, 0.6911]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.6610, 0.4192]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.9136, 0.6418]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 1.0721, 0.1669]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.6156, 0.9666]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.8189, 0.8225]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.4282, 0.6454]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.9282, 0.4737]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.0601, -0.0496]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.5474, -0.1217] = 438.3393, sampling [1.0, 0.4835, 0.1769]. Recommendation = [0.0, -0.1395, 0.0410], Current Cost = 5043.00, Rho = 1.000
