(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.4167, 0.5745]. Recommendation = [0.0, -0.0230, 0.8664], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.7968, 0.7714]. Recommendation = [0.0, 0.4167, 0.5745], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.3418, 0.8914]. Recommendation = [0.0, 0.7968, 0.7714], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.5479, 0.1125]. Recommendation = [0.0, 0.7968, 0.7714], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.7602, 0.4168]. Recommendation = [0.0, 0.7968, 0.7714], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.1153, 0.2093]. Recommendation = [0.0, 0.7968, 0.7714], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.1289, -0.3436]. Recommendation = [0.0, 0.7968, 0.7714], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.5004, -0.2767]. Recommendation = [0.0, 0.7968, 0.7714], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.2340, -0.0516]. Recommendation = [0.0, 0.3852, -0.0859], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, -0.1796, -0.0263]. Recommendation = [0.0, 0.7968, 0.7714], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, -0.1520, 0.3752]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, -0.1659, -0.6058]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.3094, -0.7205]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.3358, 0.3080]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, -0.1587, -0.2616]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, -0.4598, 0.0137]. Recommendation = [0.0, 0.0070, -0.1250], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.8986, -0.0656]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.1566, 0.4907]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, -0.4662, -0.3530]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, 0.0264, -0.0752]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, -0.6508, 0.3571]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, -0.3605, 0.5521]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, -0.3927, 0.2848]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.0230, 0.8664] = 380.2816, sampling [1.0, -0.5719, 0.9124]. Recommendation = [0.0, -0.1796, -0.0263], Current Cost = 5028.00, Rho = 1.000
