(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.1089, -0.0599]. Recommendation = [0.0, -0.5467, -0.2483], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.1499, -0.1931]. Recommendation = [0.0, 0.1089, -0.0599], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.2385, 0.2073]. Recommendation = [0.0, -0.1499, -0.1931], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.3420, -0.0180]. Recommendation = [0.0, -0.2230, -0.0221], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.1270, 0.3560]. Recommendation = [0.0, -0.2230, -0.0221], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.2299, -0.2590]. Recommendation = [0.0, -0.0918, 0.0291], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.0918, 0.0291]. Recommendation = [0.0, -0.0918, 0.0291], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.1690, 0.5365]. Recommendation = [0.0, -0.2230, -0.0221], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.0370, 0.1789]. Recommendation = [0.0, -0.0918, 0.0291], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.4171, -0.0345]. Recommendation = [0.0, -0.2230, -0.0221], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.2619, 0.1557]. Recommendation = [0.0, -0.2230, -0.0221], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.0045, -0.4027]. Recommendation = [0.0, 0.2923, -0.0439], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.2587, -0.3483]. Recommendation = [0.0, 0.2923, -0.0439], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.1305, 0.6289]. Recommendation = [0.0, 0.2923, -0.0439], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.4401, 0.3217]. Recommendation = [0.0, 0.2923, -0.0439], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.2923, -0.0439]. Recommendation = [0.0, -0.0918, 0.0291], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.5366, 0.1729]. Recommendation = [0.0, -0.0918, 0.0291], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.3039, 0.3685]. Recommendation = [0.0, -0.0918, 0.0291], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.0674, -0.2178]. Recommendation = [0.0, -0.0918, 0.0291], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.3040, 0.3908]. Recommendation = [0.0, -0.0918, 0.0291], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.4495, 0.6236]. Recommendation = [0.0, -0.0918, 0.0291], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.5528, 0.1690]. Recommendation = [0.0, -0.0918, 0.0291], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.4852, -0.1454]. Recommendation = [0.0, 0.4084, 0.2015], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.0289, 0.4185]. Recommendation = [0.0, 0.4084, 0.2015], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.3730, 0.1420]. Recommendation = [0.0, 0.4084, 0.2015], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.0366, 0.8691]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.2426, 0.0635]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.5231, 0.0028]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.4820, 0.6347]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.5139, 0.3094]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.3309, 0.7517]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.6090, 0.4402]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.2859, -0.4040]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.1406, 0.0710]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.4903, 0.4128]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.2455, 0.4878]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, 0.6600, 0.0258]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.4517, 0.1095]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.5467, -0.2483] = 423.9614, sampling [1.0, -0.2230, -0.0221]. Recommendation = [0.0, 0.3730, 0.1420], Current Cost = 5043.00, Rho = 1.000
