(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.0676, 0.2401]. Recommendation = [0.0, -0.5530, -0.0631], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.0361, -0.2180]. Recommendation = [0.0, -0.0676, 0.2401], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.2360, 0.9401]. Recommendation = [0.0, -0.0361, -0.2180], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.4399, 0.5181]. Recommendation = [0.0, -0.0361, -0.2180], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.2669, 0.0814]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.2624, 0.0658]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.0045, 0.5212]. Recommendation = [0.0, 0.0154, -0.0402], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.4240, 0.2730]. Recommendation = [0.0, 0.0154, -0.0402], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.5469, 0.5316]. Recommendation = [0.0, 0.0154, -0.0402], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.7703, 1.1632]. Recommendation = [0.0, 0.0154, -0.0402], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.2740, 0.3207]. Recommendation = [0.0, 0.0154, -0.0402], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.0154, -0.0402]. Recommendation = [0.0, 0.0154, -0.0402], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.2903, -0.2396]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.3961, 1.5044]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.7745, 0.3254]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.5045, 0.9124]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.2824, -0.1474]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.2150, 0.6982]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.8303, 0.5951]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.5931, 0.4329]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.6469, 0.8267]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.2966, 0.5484]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.6390, 0.2144]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.0416, 0.8625]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.8465, 0.6508]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.0732, 1.2763]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.4523, 0.2849]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.0557, -0.4025]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.5897, 0.1974]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.8694, 0.8783]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.3051, -0.4921]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.9203, -0.0965]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.7534, 0.4098]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.2245, 1.1002]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.5119, -0.0073]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.5772, 0.6181]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.1133, 0.4783]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.2444, 1.4117]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.0624, 0.1423]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.4201, 0.1281]. Recommendation = [0.0, -0.2669, 0.0814], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.3336, 0.4211]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.8842, 1.4687]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.8847, 0.9725]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.4661, 1.3482]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.7229, 0.8890]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.0322, 1.0103]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.1182, -0.0200]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.2415, -0.0957]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.7125, 0.6522]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.5413, -0.2879]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.2347, -0.2903]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.9551, 0.7883]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.4673, 0.7233]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.4915, 1.0809]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.2178, 0.1899]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.9406, 0.4272]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.8209, 0.0975]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.5506, -0.1657]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.1691, 0.3555]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.1436, 0.9343]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.9658, 0.6759]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.1231, 0.4386]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.0985, 1.1409]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.3905, 0.3967]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.4251, -0.1110]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.9319, 1.2840]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.6775, 0.9853]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.3961, 1.7365]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.1036, 1.9935]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.1839, 1.7329]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.4127, 1.5112]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.1912, 1.5529]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.5344, 1.9057]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.6415, 1.6759]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 1.3582, 1.9330]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -1.0668, 1.1474]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.8097, 1.2505]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -1.1018, 1.5439]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -1.2872, 1.2943]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.8137, 1.8168]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -1.1103, 0.9937]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -1.4175, 1.5828]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -1.1878, 1.4372]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -1.6587, 1.3257]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.6892, 1.9541]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, 0.6342, 0.0428]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -0.6486, 0.0580]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -1.3015, 1.9748]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -1.3321, 1.7270]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, -0.5530, -0.0631] = 440.2807, sampling [1.0, -1.5674, 1.8583]. Recommendation = [0.0, 0.4201, 0.1281], Current Cost = 5094.00, Rho = 1.000
