(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 1.3163, 1.2207]. Recommendation = [0.0, 1.2171, 1.3430], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 1.1591, 1.2099]. Recommendation = [0.0, 1.2171, 1.3430], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 1.2128, 1.2479]. Recommendation = [0.0, 1.1591, 1.2099], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 1.0470, 1.0088]. Recommendation = [0.0, 1.1591, 1.2099], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 1.0364, 1.1806]. Recommendation = [0.0, 1.1591, 1.2099], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 1.1233, 1.2667]. Recommendation = [0.0, 1.1591, 1.2099], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 1.0158, 1.0910]. Recommendation = [0.0, 1.1233, 1.2667], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 1.3867, 0.9969]. Recommendation = [0.0, 1.1233, 1.2667], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 1.0269, 1.3011]. Recommendation = [0.0, 1.1233, 1.2667], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 1.0844, 1.3525]. Recommendation = [0.0, 1.1233, 1.2667], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 0.8743, 1.0798]. Recommendation = [0.0, 1.1233, 1.2667], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.2171, 1.3430] = 454.3400, sampling [1.0, 0.9214, 0.8903]. Recommendation = [0.0, 1.1233, 1.2667], Current Cost = 5016.00, Rho = 1.000
