(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.5894, -0.9693]. Recommendation = [0.0, -0.5138, -0.6609], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.5938, -0.3024]. Recommendation = [0.0, -0.5138, -0.6609], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.8176, -0.4202]. Recommendation = [0.0, -0.5938, -0.3024], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.3389, -0.3574]. Recommendation = [0.0, -0.5938, -0.3024], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.4883, -0.0484]. Recommendation = [0.0, -0.4602, -0.3607], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.3014, -0.0363]. Recommendation = [0.0, -0.4883, -0.0484], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.3455, 0.3236]. Recommendation = [0.0, -0.3014, -0.0363], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.5484, 0.2317]. Recommendation = [0.0, -0.3455, 0.3236], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.3599, 0.0962]. Recommendation = [0.0, -0.3455, 0.3236], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.3117, 0.6301]. Recommendation = [0.0, -0.3455, 0.3236], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.1053, 0.2487]. Recommendation = [0.0, -0.3455, 0.3236], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.6177, 0.4946]. Recommendation = [0.0, -0.3291, 0.2186], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.5138, -0.6609] = 368.4757, sampling [1.0, -0.3815, 0.4808]. Recommendation = [0.0, -0.3291, 0.2186], Current Cost = 5017.00, Rho = 1.000
