(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.3426, 0.4450]. Recommendation = [0.0, -0.5579, 0.4037], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.4732, 0.5904]. Recommendation = [0.0, -0.3426, 0.4450], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.2506, 0.6624]. Recommendation = [0.0, -0.3426, 0.4450], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.5406, 0.4851]. Recommendation = [0.0, -0.3426, 0.4450], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.2992, 0.3068]. Recommendation = [0.0, -0.3426, 0.4450], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.3310, 0.3943]. Recommendation = [0.0, -0.2992, 0.3068], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.0999, 0.4432]. Recommendation = [0.0, -0.2992, 0.3068], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.2942, 0.4662]. Recommendation = [0.0, -0.2992, 0.3068], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.3667, 0.2087]. Recommendation = [0.0, -0.2992, 0.3068], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.1000, 0.1402]. Recommendation = [0.0, -0.2992, 0.3068], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.2473, 0.0590]. Recommendation = [0.0, -0.2992, 0.3068], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.1263, 0.0411]. Recommendation = [0.0, -0.2473, 0.0590], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, 0.0689, 0.0281]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.0236, 0.1357]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, 0.0220, 0.3368]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.2317, -0.0280]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, 0.0020, -0.0565]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.1859, -0.1363]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.3858, 0.1596]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, 0.0585, -0.1699]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, 0.1903, 0.1732]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, 0.1828, -0.1227]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, 0.1377, 0.0558]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, 0.0108, -0.2378]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, -0.2897, -0.0729]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.5579, 0.4037] = 453.0180, sampling [1.0, 0.1526, 0.2741]. Recommendation = [0.0, -0.1263, 0.0411], Current Cost = 5030.00, Rho = 1.000
