(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.7193, 0.2893]. Recommendation = [0.0, -1.0078, 0.6811], Current Cost = 5005.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.8416, 0.5620]. Recommendation = [0.0, -0.7193, 0.2893], Current Cost = 5006.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.4290, -0.0841]. Recommendation = [0.0, -0.7193, 0.2893], Current Cost = 5007.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.9691, 0.1774]. Recommendation = [0.0, -0.7193, 0.2893], Current Cost = 5008.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.5746, 0.1625]. Recommendation = [0.0, -0.7193, 0.2893], Current Cost = 5009.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.6442, 0.4130]. Recommendation = [0.0, -0.7193, 0.2893], Current Cost = 5010.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.2286, -0.0701]. Recommendation = [0.0, -0.6442, 0.4130], Current Cost = 5011.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.0418, -0.2414]. Recommendation = [0.0, -0.2286, -0.0701], Current Cost = 5012.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.0801, -0.0352]. Recommendation = [0.0, -0.0418, -0.2414], Current Cost = 5013.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.1376, 0.1337]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5014.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.2974, 0.3212]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5015.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.0669, -0.1598]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5016.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.3993, 0.0734]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5017.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, 0.0121, 0.0157]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5018.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, 0.1276, -0.2282]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5019.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.2448, -0.4614]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5020.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.4127, 0.5243]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5021.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.3907, 0.3853]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5022.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.2025, 0.2925]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5023.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.2825, -0.2067]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5024.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.0517, -0.3256]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5025.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.0612, 0.1925]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5026.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.0987, -0.0537]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5027.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.5340, 0.6983]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5028.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.2507, 0.4241]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5029.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.0441, 0.0331]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5030.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, 0.0693, -0.4825]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5031.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, 0.1487, -0.3438]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5032.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.8115, 0.7802]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5033.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.4895, 0.5841]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5034.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.7783, 0.6232]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5035.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, 0.2132, 0.0012]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5036.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, 0.0769, 0.0843]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5037.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, 0.2208, -0.1933]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5038.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.3165, 0.6731]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5039.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.4623, 0.4944]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5040.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.6556, -0.1089]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5041.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, 0.0486, 0.3359]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5042.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.6074, 0.3496]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5043.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, 0.1545, -0.4509]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5044.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.3145, 0.4426]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5045.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, 0.0962, 0.1746]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5046.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -1.0089, 0.4354]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5047.00, Rho = 0.997
(iter 10) [0.0, -1.0078, 0.6811] = 441.0659, sampling [1.0, -0.2346, 0.3311]. Recommendation = [0.0, -0.0987, -0.0537], Current Cost = 5048.00, Rho = 0.997
