(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.1761, -0.2936]. Recommendation = [0.0, -0.0272, -0.3308], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.3759, -0.4341]. Recommendation = [0.0, -0.0272, -0.3308], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.0565, -0.5034]. Recommendation = [0.0, -0.0272, -0.3308], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.0133, -0.0557]. Recommendation = [0.0, -0.0272, -0.3308], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.2575, -0.0913]. Recommendation = [0.0, 0.0133, -0.0557], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, -0.0053, -0.1961]. Recommendation = [0.0, 0.0133, -0.0557], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.0002, 0.2916]. Recommendation = [0.0, -0.0053, -0.1961], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, -0.2135, 0.0535]. Recommendation = [0.0, -0.0053, -0.1961], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, -0.0568, 0.1034]. Recommendation = [0.0, -0.2135, 0.0535], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.3680, 0.1754]. Recommendation = [0.0, -0.2135, 0.0535], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.2779, 0.0868]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.2190, 0.3194]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.5393, -0.1441]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.0276, 0.7015]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, -0.2054, 0.4397]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.0861, 0.4564]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.4855, 0.4104]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.5076, 0.1658]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.2927, 0.5659]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, 0.3205, 0.4147]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, -0.3470, -0.2438]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0272, -0.3308] = 444.2526, sampling [1.0, -0.3917, 0.1800]. Recommendation = [0.0, 0.3680, 0.1754], Current Cost = 5026.00, Rho = 1.000
