(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.2021, 0.3763]. Recommendation = [0.0, -0.2906, -0.4274], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.3191, 0.8193]. Recommendation = [0.0, -0.2021, 0.3763], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.2396, -0.0291]. Recommendation = [0.0, -0.2021, 0.3763], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.3779, 0.1798]. Recommendation = [0.0, -0.2396, -0.0291], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.1125, 0.1359]. Recommendation = [0.0, -0.2396, -0.0291], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.6098, 0.3569]. Recommendation = [0.0, -0.2396, -0.0291], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.4034, 0.0395]. Recommendation = [0.0, -0.2396, -0.0291], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, 0.1519, 0.4244]. Recommendation = [0.0, -0.2396, -0.0291], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.0003, -0.0076]. Recommendation = [0.0, -0.2396, -0.0291], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, 0.1190, 0.1561]. Recommendation = [0.0, -0.1505, 0.0504], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, 0.4137, 0.9577]. Recommendation = [0.0, -0.1505, 0.0504], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.0828, -0.1345]. Recommendation = [0.0, -0.1505, 0.0504], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.2186, -0.1190]. Recommendation = [0.0, -0.0828, -0.1345], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.0968, 0.0194]. Recommendation = [0.0, -0.0828, -0.1345], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.2341, 0.2260]. Recommendation = [0.0, -0.0828, -0.1345], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.3590, 0.3671]. Recommendation = [0.0, -0.0828, -0.1345], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.0378, 0.4112]. Recommendation = [0.0, -0.0828, -0.1345], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.7194, 0.6139]. Recommendation = [0.0, -0.0828, -0.1345], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.1505, 0.0504]. Recommendation = [0.0, -0.0828, -0.1345], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.2054, -0.2311]. Recommendation = [0.0, -0.0828, -0.1345], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.3389, 0.2626]. Recommendation = [0.0, -0.0828, -0.1345], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.2906, -0.4274] = 428.4375, sampling [1.0, -0.0558, 0.1905]. Recommendation = [0.0, -0.0828, -0.1345], Current Cost = 5026.00, Rho = 1.000
