(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.6147, -0.0253]. Recommendation = [0.0, 0.8464, -0.1861], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.4301, 0.0732]. Recommendation = [0.0, 0.6147, -0.0253], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.4424, 0.2197]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.2775, 0.1253]. Recommendation = [0.0, 0.4391, 0.1022], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.3488, 0.0180]. Recommendation = [0.0, 0.4391, 0.1022], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.2664, 0.4161]. Recommendation = [0.0, 0.4391, 0.1022], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.3157, 0.2351]. Recommendation = [0.0, 0.4391, 0.1022], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.4751, 0.3537]. Recommendation = [0.0, 0.4115, 0.1964], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.6176, 0.1492]. Recommendation = [0.0, 0.4391, 0.1022], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.1448, 0.2664]. Recommendation = [0.0, 0.4391, 0.1022], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.4818, 0.1179]. Recommendation = [0.0, 0.4391, 0.1022], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.5037, 0.0458]. Recommendation = [0.0, 0.4391, 0.1022], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.1339, 0.0559]. Recommendation = [0.0, 0.4391, 0.1022], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.3310, -0.1792]. Recommendation = [0.0, 0.4391, 0.1022], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.5068, -0.0944]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.0547, 0.5882]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.3986, 0.4982]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.2300, 0.0104]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.4115, 0.1964]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.3576, 0.4119]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.4133, 0.0341]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, -0.0933, 0.2918]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.0229, 0.1702]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.0618, 0.4647]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.0438, -0.1160]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, 0.1602, -0.1993]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, -0.1265, -0.0305]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, -0.1031, 0.0903]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, -0.0156, 0.0820]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, -0.0376, -0.2181]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, -0.2472, -0.1624]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, -0.2250, 0.0074]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.8464, -0.1861] = 374.8205, sampling [1.0, -0.2623, 0.2261]. Recommendation = [0.0, 0.4301, 0.0732], Current Cost = 5037.00, Rho = 1.000
