(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.4672, 1.2496]. Recommendation = [0.0, 0.6386, 1.0948], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.5140, 1.0820]. Recommendation = [0.0, 0.6386, 1.0948], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.2202, 1.0260]. Recommendation = [0.0, 0.6386, 1.0948], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.6270, 1.0799]. Recommendation = [0.0, 0.6386, 1.0948], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.4508, 0.9032]. Recommendation = [0.0, 0.6270, 1.0799], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.4218, 0.9869]. Recommendation = [0.0, 0.6270, 1.0799], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.6968, 0.8655]. Recommendation = [0.0, 0.6270, 1.0799], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.7543, 0.8087]. Recommendation = [0.0, 0.6968, 0.8655], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.7806, 0.8224]. Recommendation = [0.0, 0.7543, 0.8087], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.7279, 0.7438]. Recommendation = [0.0, 0.7543, 0.8087], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.5947, 0.6828]. Recommendation = [0.0, 0.7279, 0.7438], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.8291, 0.7621]. Recommendation = [0.0, 0.7279, 0.7438], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.8540, 0.9403]. Recommendation = [0.0, 0.7279, 0.7438], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.4827, 0.7173]. Recommendation = [0.0, 0.7279, 0.7438], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.8429, 0.6347]. Recommendation = [0.0, 0.7279, 0.7438], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.9064, 0.7018]. Recommendation = [0.0, 0.8429, 0.6347], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.8445, 0.5951]. Recommendation = [0.0, 0.8429, 0.6347], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.6789, 0.5123]. Recommendation = [0.0, 0.8445, 0.5951], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.6071, 0.6100]. Recommendation = [0.0, 0.8445, 0.5951], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.7683, 0.4713]. Recommendation = [0.0, 0.8445, 0.5951], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.5290, 0.4936]. Recommendation = [0.0, 0.8445, 0.5951], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.8809, 0.5043]. Recommendation = [0.0, 0.8445, 0.5951], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.9445, 0.6566]. Recommendation = [0.0, 0.8445, 0.5951], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.6386, 1.0948] = 408.9664, sampling [1.0, 0.5217, 0.5915]. Recommendation = [0.0, 0.8445, 0.5951], Current Cost = 5028.00, Rho = 1.000
