(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.4710, 1.2449]. Recommendation = [0.0, 0.1387, -0.0139], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.3882, 0.4695]. Recommendation = [0.0, 0.1387, -0.0139], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 1.1936, 1.9989]. Recommendation = [0.0, 0.1387, -0.0139], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.1702, 1.9394]. Recommendation = [0.0, 0.1387, -0.0139], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 1.6165, 1.3200]. Recommendation = [0.0, 0.1387, -0.0139], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.7883, 0.8060]. Recommendation = [0.0, 0.1387, -0.0139], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.5585, 0.1843]. Recommendation = [0.0, 0.7883, 0.8060], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.7568, 0.5264]. Recommendation = [0.0, 0.3952, 0.2780], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 1.0492, 1.2839]. Recommendation = [0.0, 0.7568, 0.5264], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.0837, 0.7748]. Recommendation = [0.0, 0.7568, 0.5264], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.4964, 0.6971]. Recommendation = [0.0, 0.7568, 0.5264], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 1.1334, 0.9719]. Recommendation = [0.0, 0.7568, 0.5264], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.8581, 1.0659]. Recommendation = [0.0, 0.7568, 0.5264], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 1.9349, 1.9548]. Recommendation = [0.0, 0.7568, 0.5264], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 1.0451, 1.6171]. Recommendation = [0.0, 0.7568, 0.5264], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.1645, 0.2018]. Recommendation = [0.0, 0.7568, 0.5264], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.3570, 0.1824]. Recommendation = [0.0, 0.7568, 0.5264], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.6548, 0.3512]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.9932, 0.6669]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.8439, 1.4411]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 1.2171, 1.4655]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, -0.3087, 1.2225]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.0227, 0.5007]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.7869, 0.1280]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 1.2130, 1.2340]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.2955, 0.3231]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 1.3700, 0.8704]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.5790, 0.8736]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.2142, 0.5309]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 1.2509, 1.7543]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.5309, 0.0114]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 1.0044, 0.9329]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.3300, -0.0612]. Recommendation = [0.0, 0.3570, 0.1824], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.1387, -0.0139] = 455.4486, sampling [1.0, 0.9635, 1.8508]. Recommendation = [0.0, 0.4371, 0.0927], Current Cost = 5038.00, Rho = 1.000
