(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -0.4542, 1.8138]. Recommendation = [0.0, -1.0719, 1.9620], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.3866, 0.9275]. Recommendation = [0.0, -1.0719, 1.9620], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.9232, 0.7458]. Recommendation = [0.0, 0.3866, 0.9275], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.5357, 0.4576]. Recommendation = [0.0, 0.9232, 0.7458], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.7802, 1.2641]. Recommendation = [0.0, 0.8312, 0.6396], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.3053, 1.5505]. Recommendation = [0.0, 0.6949, 0.6360], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 1.2578, 0.9450]. Recommendation = [0.0, 0.6949, 0.6360], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 1.2248, 0.5961]. Recommendation = [0.0, 0.8234, 0.7846], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.7030, 0.7316]. Recommendation = [0.0, 0.8234, 0.7846], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.8638, 0.9910]. Recommendation = [0.0, 0.7030, 0.7316], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.0396, 0.7225]. Recommendation = [0.0, 0.7030, 0.7316], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 1.2715, 1.4141]. Recommendation = [0.0, 0.7030, 0.7316], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.9821, 1.7418]. Recommendation = [0.0, 0.7030, 0.7316], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 1.1126, 1.2544]. Recommendation = [0.0, 0.7030, 0.7316], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 1.7602, 1.1758]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.7993, 0.3877]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -0.9451, 1.3649]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.1290, 0.2308]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.2480, 0.4837]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -0.7862, 0.8130]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -0.4204, 0.4252]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -0.4069, 0.7813]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -0.1396, 0.4519]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -0.7348, 1.1081]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -1.2742, 1.0769]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -1.3508, 1.5652]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.5573, 0.1185]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -0.9942, 0.5244]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -1.0209, 0.9018]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -0.6820, 0.5008]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -1.7542, 1.3033]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -0.1948, 0.0843]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.1702, -0.1779]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -0.5836, 0.1466]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, 0.3407, 0.1019]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -1.1094, 1.7084]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -1.0719, 1.9620] = 385.8983, sampling [1.0, -1.2300, 1.4032]. Recommendation = [0.0, 1.1126, 1.2544], Current Cost = 5041.00, Rho = 1.000
