(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.0513, 0.0522]. Recommendation = [0.0, 0.5207, 0.1150], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.1408, 0.4150]. Recommendation = [0.0, 0.5207, 0.1150], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.3579, 0.1215]. Recommendation = [0.0, 0.5207, 0.1150], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.1645, -0.2651]. Recommendation = [0.0, 0.5207, 0.1150], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.6132, -0.1829]. Recommendation = [0.0, -0.2065, -0.0091], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.2861, 0.4855]. Recommendation = [0.0, -0.2826, -0.0138], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.3315, 0.2102]. Recommendation = [0.0, -0.1745, 0.0906], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.1070, 0.3167]. Recommendation = [0.0, -0.1745, 0.0906], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.2065, -0.0091]. Recommendation = [0.0, -0.2065, -0.0091], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.4239, -0.4072]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.0188, 0.7894]. Recommendation = [0.0, -0.2826, -0.0138], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.6040, 0.3554]. Recommendation = [0.0, -0.2826, -0.0138], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.4124, 0.5301]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.1830, -0.1553]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.6483, 0.0636]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.4131, -0.0431]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.4580, 0.7174]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.2774, 0.0744]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.9485, -0.2038]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.3688, 0.9168]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.3617, 1.1319]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.7983, 0.6639]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.8949, 0.3781]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.5705, 0.5038]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.1638, 0.5747]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.1711, -0.5308]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.4303, 0.3253]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.7046, 0.9457]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.8843, 0.1635]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.1088, 0.5099]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.0946, 0.1084]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.6743, -0.5499]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.0791, -0.3735]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.0570, -0.1337]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.6651, 0.6430]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.5848, 0.3728]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.4665, 0.7153]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.2916, 0.8004]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.2351, 0.2509]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.2012, 0.2904]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.2084, 1.2226]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.4347, -0.2136]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.7285, 0.9593]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.9178, 0.6456]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.7739, 0.4341]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.8480, 0.8158]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.9920, 1.0231]. Recommendation = [0.0, 0.7889, 0.6545], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.7475, 1.2325]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.0439, 0.7817]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.7530, 0.2419]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.0114, 0.6809]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.9262, 1.0492]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.9108, 0.8045]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.7124, 1.3210]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.5815, 0.2316]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.7026, 0.4743]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.0320, 0.4547]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.3539, -0.3107]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.2936, 1.0838]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.0977, 1.4268]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.9317, 1.3475]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.3961, 1.4657]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.8896, 1.7354]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.1631, 1.6306]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.2563, 0.7552]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.5913, 1.5127]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.6549, 1.1467]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.2597, 0.3699]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.6510, 0.7947]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.3715, 1.7923]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.0925, 1.8666]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.5804, 1.9363]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.4630, 1.6745]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.7105, 1.6664]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.5743, 0.0073]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.6268, 1.0848]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.0471, -0.2874]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.3020, -0.1656]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.8232, 0.5442]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.2900, 1.5336]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.4370, 1.9899]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.7387, 0.8179]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.0032, 0.2718]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.1388, -0.0695]. Recommendation = [0.0, 0.3315, 0.2102], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.1379, -0.5949]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.1839, -0.7832]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.0214, -0.4915]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.3982, 0.5544]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.1308, 0.8868]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.5151, 1.1123]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 1.2238, 1.8045]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.1638, 0.8772]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.0530, 1.3738]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.1144, 1.0741]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.8822, 1.2061]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.8118, 1.6537]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.1864, 0.7798]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.5070, 0.0652]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.2634, 1.4949]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.6369, 0.2334]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.6596, 0.6061]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.7529, 0.3476]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -0.4086, -0.5478]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.2568, -0.4572]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.7889, 0.6545]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.1973, 1.6458]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.2354, 1.3605]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.0137, 1.5769]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.0687, 1.9791]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.4477, 1.7026]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.3002, 1.9015]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.3175, 1.5119]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.5371, 1.9721]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.2952, 1.7812]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, -1.0662, 1.7310]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, 0.5207, 0.1150] = 453.6339, sampling [1.0, 0.8844, 0.1032]. Recommendation = [0.0, -0.1388, -0.0695], Current Cost = 5120.00, Rho = 1.000
