(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.6752, -0.1119]. Recommendation = [0.0, -0.6108, -0.4792], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.6510, 0.1964]. Recommendation = [0.0, -0.6752, -0.1119], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.5424, 0.1212]. Recommendation = [0.0, -0.6510, 0.1964], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.4929, 0.2250]. Recommendation = [0.0, -0.5424, 0.1212], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.5730, 0.3161]. Recommendation = [0.0, -0.4929, 0.2250], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.7083, 0.3417]. Recommendation = [0.0, -0.4929, 0.2250], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.6927, 0.2696]. Recommendation = [0.0, -0.4929, 0.2250], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.4462, 0.0830]. Recommendation = [0.0, -0.4929, 0.2250], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.4633, 0.4592]. Recommendation = [0.0, -0.4929, 0.2250], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.6719, 0.4755]. Recommendation = [0.0, -0.4929, 0.2250], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.6819, 0.3702]. Recommendation = [0.0, -0.4929, 0.2250], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.6108, -0.4792] = 381.0716, sampling [1.0, -0.5127, 0.5435]. Recommendation = [0.0, -0.4929, 0.2250], Current Cost = 5016.00, Rho = 1.000
