(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.0701, -0.2220]. Recommendation = [0.0, -1.1215, 0.6259], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.4977, 0.1761]. Recommendation = [0.0, -0.0701, -0.2220], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.0288, 0.2531]. Recommendation = [0.0, -0.4977, 0.1761], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.2793, 0.0222]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.4926, 0.5499]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.8141, 0.3529]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.4775, -0.3242]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, 0.2898, 0.0627]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, 0.2763, -0.3589]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.0723, -0.4849]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.7624, 0.7807]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.0813, 0.6870]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, 0.0399, 0.1087]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, 0.2003, 0.3763]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.7461, -0.0716]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.7820, 0.6225]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, 0.5688, 0.0951]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, 0.3870, 0.2316]. Recommendation = [0.0, -0.1414, 0.0157], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, 0.1681, -0.2708]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.5291, 0.8615]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.0451, 0.4660]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.1414, 0.0157]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.9414, 1.1850]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -1.0252, 0.8437]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.7325, 1.0273]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -1.3125, 1.1797]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, 0.6233, -0.1329]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, 0.4933, 0.4567]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, 0.2345, 0.5762]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.7532, 0.1488]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, -0.1750, -0.1408]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -1.1215, 0.6259] = 411.8841, sampling [1.0, 0.5807, 0.2322]. Recommendation = [0.0, 0.2984, 0.1385], Current Cost = 5036.00, Rho = 1.000
