(iter 5) [0.0, -0.3283, 0.1892] = 453.8725, sampling [0.0, 0.0087, 0.6504]. Recommendation = [0.0, -0.3283, 0.1892], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.3283, 0.1892] = 453.8725, sampling [0.0, -0.5978, 0.7990]. Recommendation = [0.0, -0.3283, 0.1892], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.3283, 0.1892] = 453.8725, sampling [0.0, -0.1490, 1.1533]. Recommendation = [0.0, -0.3283, 0.1892], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.3283, 0.1892] = 453.8725, sampling [0.0, 0.4169, 0.1744]. Recommendation = [0.0, -0.3283, 0.1892], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.4169, 0.1744] = 455.9600, sampling [0.0, 0.0531, 0.2847]. Recommendation = [0.0, 0.4169, 0.1744], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.4169, 0.1744] = 455.9600, sampling [0.0, 0.4647, 0.7053]. Recommendation = [0.0, 0.4169, 0.1744], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.4169, 0.1744] = 455.9600, sampling [0.0, 0.1841, -0.2023]. Recommendation = [0.0, 0.4169, 0.1744], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.4169, 0.1744] = 455.9600, sampling [0.0, -1.1787, 1.1979]. Recommendation = [0.0, 0.4169, 0.1744], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.4169, 0.1744] = 455.9600, sampling [0.0, -1.6321, 1.8108]. Recommendation = [0.0, 0.4169, 0.1744], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.4169, 0.1744] = 455.9600, sampling [0.0, -1.7704, 1.0487]. Recommendation = [0.0, 0.4169, 0.1744], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.4169, 0.1744] = 455.9600, sampling [0.0, -0.8475, 1.0988]. Recommendation = [0.0, 0.4169, 0.1744], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, 0.4169, 0.1744] = 455.9600, sampling [0.0, -1.1458, 1.6669]. Recommendation = [0.0, 0.4169, 0.1744], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, 0.4169, 0.1744] = 455.9600, sampling [0.0, 0.7599, 0.0862]. Recommendation = [0.0, 0.4169, 0.1744], Current Cost = 17000.00, Rho = -1.230
