(iter 5) [0.0, 0.7377, 0.4059] = 454.3177, sampling [0.0, 0.0041, 0.6004]. Recommendation = [0.0, 0.7377, 0.4059], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.7377, 0.4059] = 454.3177, sampling [0.0, 0.4088, 0.7830]. Recommendation = [0.0, 0.7377, 0.4059], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.7377, 0.4059] = 454.3177, sampling [0.0, -0.3942, 1.0646]. Recommendation = [0.0, 0.7377, 0.4059], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.7377, 0.4059] = 454.3177, sampling [0.0, -1.3041, 1.7237]. Recommendation = [0.0, 0.7377, 0.4059], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.7377, 0.4059] = 454.3177, sampling [0.0, -1.5628, 1.2366]. Recommendation = [0.0, 0.7377, 0.4059], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.7377, 0.4059] = 454.3177, sampling [0.0, -0.7103, 1.8437]. Recommendation = [0.0, 0.7377, 0.4059], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.7377, 0.4059] = 454.3177, sampling [0.0, -1.8834, 1.9423]. Recommendation = [0.0, 0.7377, 0.4059], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.7377, 0.4059] = 454.3177, sampling [0.0, 1.1129, 1.0542]. Recommendation = [0.0, 0.7377, 0.4059], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 0.7377, 0.4059] = 454.3177, sampling [0.0, 1.2876, 1.7535]. Recommendation = [0.0, 0.7377, 0.4059], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, 1.2876, 1.7535] = 455.3023, sampling [0.0, 1.7433, 1.3410]. Recommendation = [0.0, 1.2876, 1.7535], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, 1.2876, 1.7535] = 455.3023, sampling [0.0, 0.8151, 1.4296]. Recommendation = [0.0, 1.2876, 1.7535], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, 1.2876, 1.7535] = 455.3023, sampling [0.0, 0.9168, 0.8535]. Recommendation = [0.0, 1.2876, 1.7535], Current Cost = 16000.00, Rho = -1.230
(iter 16) [0.0, 0.9168, 0.8535] = 456.2765, sampling [0.0, -0.7403, 0.5234]. Recommendation = [0.0, 0.9168, 0.8535], Current Cost = 17000.00, Rho = -1.230
