(iter 5) [0.0, 0.6713, -0.7983] = 300.2022, sampling [0.0, 0.5628, -0.9432]. Recommendation = [0.0, 0.6713, -0.7983], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.6713, -0.7983] = 300.2022, sampling [0.0, 0.7803, -1.0159]. Recommendation = [0.0, 0.6713, -0.7983], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.6713, -0.7983] = 300.2022, sampling [0.0, 0.3224, -0.8883]. Recommendation = [0.0, 0.6713, -0.7983], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.3224, -0.8883] = 357.3977, sampling [0.0, 0.4258, -0.5898]. Recommendation = [0.0, 0.3224, -0.8883], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.4258, -0.5898] = 396.5124, sampling [0.0, 0.2965, -0.4843]. Recommendation = [0.0, 0.4258, -0.5898], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, 0.2965, -0.4843] = 423.0695, sampling [0.0, 0.1187, -0.7444]. Recommendation = [0.0, 0.2965, -0.4843], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, 0.2965, -0.4843] = 423.0695, sampling [0.0, 0.3427, -0.2502]. Recommendation = [0.0, 0.2965, -0.4843], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, 0.3427, -0.2502] = 442.3515, sampling [0.0, 0.1056, -0.2437]. Recommendation = [0.0, 0.3427, -0.2502], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.1056, -0.2437] = 449.0062, sampling [0.0, 0.1986, -0.0843]. Recommendation = [0.0, 0.1056, -0.2437], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, 0.1986, -0.0843] = 454.1262, sampling [0.0, -0.0770, -0.3813]. Recommendation = [0.0, 0.1986, -0.0843], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, 0.1986, -0.0843] = 454.1262, sampling [0.0, 0.2875, 0.0384]. Recommendation = [0.0, 0.1986, -0.0843], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, 0.4698, -0.0933]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, -0.1641, -0.1596]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 17000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, -0.0539, 0.1426]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 18000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, 0.3589, 0.2380]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 19000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, -0.1497, 0.3194]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 20000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, -0.0091, 0.5183]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 21000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, 0.3888, 0.4275]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 22000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, 0.2733, 0.6337]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 23000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, -0.2843, 0.1618]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 24000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, -0.3660, 0.0291]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 25000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, -0.2319, -0.1818]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 26000.00, Rho = -1.230
(iter 15) [0.0, 0.2875, 0.0384] = 455.5963, sampling [0.0, 0.5395, 0.3204]. Recommendation = [0.0, 0.2875, 0.0384], Current Cost = 27000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, 0.5965, 0.0873]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 28000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, 0.4880, 0.3711]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 29000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, 0.5683, 0.0133]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 30000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, -0.2627, -0.3392]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 31000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, -0.4213, -0.1298]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 32000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, -0.3571, 0.1226]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 33000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, -0.2320, 0.3797]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 34000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, -0.4597, 0.0759]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 35000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, -0.2229, -0.4619]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 36000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, -0.3270, 0.4526]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 37000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, -0.1276, 0.7506]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 38000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, 0.4933, 0.6968]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 39000.00, Rho = -1.230
(iter 27) [0.0, 0.5395, 0.3204] = 456.0023, sampling [0.0, 0.1836, 0.8132]. Recommendation = [0.0, 0.5395, 0.3204], Current Cost = 40000.00, Rho = -1.230
