(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.3529, 0.2120]. Recommendation = [0.0, -0.6718, -0.1602], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, -0.1978, 0.0418]. Recommendation = [0.0, 0.3529, 0.2120], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.6884, -0.1558]. Recommendation = [0.0, -0.1978, 0.0418], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.5722, 0.6605]. Recommendation = [0.0, -0.1978, 0.0418], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.1634, -0.2622]. Recommendation = [0.0, -0.1978, 0.0418], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, -0.0471, 0.4709]. Recommendation = [0.0, 0.1089, 0.0246], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.7055, 0.3439]. Recommendation = [0.0, 0.1089, 0.0246], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.8217, 1.0839]. Recommendation = [0.0, 0.1089, 0.0246], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 1.2841, 1.1101]. Recommendation = [0.0, 0.1089, 0.0246], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.1089, 0.0246]. Recommendation = [0.0, 0.1089, 0.0246], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 1.1173, 0.0757]. Recommendation = [0.0, -0.1978, 0.0418], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, -0.4622, 0.0919]. Recommendation = [0.0, -0.1978, 0.0418], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.3667, -0.0823]. Recommendation = [0.0, -0.1978, 0.0418], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.8984, 0.8445]. Recommendation = [0.0, -0.1978, 0.0418], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.2012, 0.7875]. Recommendation = [0.0, -0.1978, 0.0418], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, -0.4295, -0.0886]. Recommendation = [0.0, -0.1978, 0.0418], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.1454, 0.2601]. Recommendation = [0.0, -0.2546, -0.0135], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 1.0407, 1.4187]. Recommendation = [0.0, -0.2546, -0.0135], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, 0.4841, -0.5122]. Recommendation = [0.0, -0.2546, -0.0135], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, -0.2889, 0.3456]. Recommendation = [0.0, -0.2546, -0.0135], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.6718, -0.1602] = 416.0996, sampling [1.0, -0.0390, -0.2439]. Recommendation = [0.0, -0.2546, -0.0135], Current Cost = 5025.00, Rho = 1.000
