(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.5166, -0.3409]. Recommendation = [0.0, 0.9733, -0.7347], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.4940, -0.3351]. Recommendation = [0.0, 0.5166, -0.3409], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.4038, -0.3981]. Recommendation = [0.0, 0.4940, -0.3351], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.2585, -0.4806]. Recommendation = [0.0, 0.4038, -0.3981], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.0760, -0.2816]. Recommendation = [0.0, 0.2585, -0.4806], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.0475, -0.1298]. Recommendation = [0.0, 0.0760, -0.2816], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.1055, 0.0142]. Recommendation = [0.0, 0.0475, -0.1298], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.3858, 0.0233]. Recommendation = [0.0, 0.1055, 0.0142], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.2731, 0.1392]. Recommendation = [0.0, 0.1055, 0.0142], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.2720, 0.2029]. Recommendation = [0.0, 0.1055, 0.0142], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.0060, -0.1950]. Recommendation = [0.0, 0.1055, 0.0142], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.4743, 0.0867]. Recommendation = [0.0, 0.1055, 0.0142], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.0058, -0.2773]. Recommendation = [0.0, 0.1055, 0.0142], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.4814, 0.2991]. Recommendation = [0.0, 0.1055, 0.0142], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.4612, 0.3609]. Recommendation = [0.0, 0.4814, 0.2991], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.2497, 0.4706]. Recommendation = [0.0, 0.4814, 0.2991], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.5828, 0.0927]. Recommendation = [0.0, 0.4814, 0.2991], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.0492, -0.2100]. Recommendation = [0.0, 0.4814, 0.2991], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.6247, 0.3418]. Recommendation = [0.0, 0.4814, 0.2991], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.5516, 0.5436]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.3196, 0.5683]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.7153, 0.4121]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.6842, 0.5772]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.0648, -0.3272]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, 0.6538, -0.0386]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.2119, -0.1540]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.0409, 0.4304]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.1405, -0.3449]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.0281, -0.4493]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.2663, -0.2495]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.3419, -0.0541]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.3507, -0.1741]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.3253, 0.2321]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.4027, -0.0028]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.3712, 0.2197]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.9733, -0.7347] = 173.3726, sampling [1.0, -0.2378, 0.4607]. Recommendation = [0.0, 0.6247, 0.3418], Current Cost = 5040.00, Rho = 1.000
