(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.7565, 1.1016]. Recommendation = [0.0, 0.9049, 1.1916], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.8977, 1.1559]. Recommendation = [0.0, 0.9049, 1.1916], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.7486, 0.9688]. Recommendation = [0.0, 0.8977, 1.1559], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.5707, 0.9991]. Recommendation = [0.0, 0.8977, 1.1559], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.6988, 0.8586]. Recommendation = [0.0, 0.8977, 1.1559], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.6040, 0.8109]. Recommendation = [0.0, 0.8977, 1.1559], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.6644, 0.7157]. Recommendation = [0.0, 0.8977, 1.1559], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.4055, 0.6582]. Recommendation = [0.0, 0.6644, 0.7157], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.4468, 0.7618]. Recommendation = [0.0, 0.6644, 0.7157], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.5284, 0.4194]. Recommendation = [0.0, 0.6644, 0.7157], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.7635, 0.5564]. Recommendation = [0.0, 0.5284, 0.4194], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.4718, 0.2456]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.2910, 0.4368]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.4090, -0.0023]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.6404, 0.1260]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.2561, 0.3228]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.0978, 0.0082]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.2646, -0.2949]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.5385, -0.2720]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.0512, -0.1788]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.1420, -0.3582]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, -0.0144, 0.2534]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.0444, 0.0664]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, -0.0931, -0.0150]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, -0.0462, -0.3389]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.0640, -0.2355]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.1715, -0.5798]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.1045, 0.6415]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.3700, 0.5794]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, 0.7238, -0.0682]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, -0.2144, -0.2017]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, -0.2291, -0.0295]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.9049, 1.1916] = 442.3900, sampling [1.0, -0.0331, -0.5548]. Recommendation = [0.0, 0.7635, 0.5564], Current Cost = 5037.00, Rho = 1.000
