(iter 5) [0.0, -0.5593, 0.9632] = 411.5802, sampling [0.0, -0.0082, 0.5270]. Recommendation = [0.0, -0.5593, 0.9632], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0082, 0.5270] = 427.5214, sampling [0.0, -0.1513, 0.8659]. Recommendation = [0.0, -0.0082, 0.5270], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.0082, 0.5270] = 427.5214, sampling [0.0, -0.5363, 0.4694]. Recommendation = [0.0, -0.0082, 0.5270], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.5363, 0.4694] = 450.6339, sampling [0.0, -0.2813, 0.3279]. Recommendation = [0.0, -0.5363, 0.4694], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, -0.5363, 0.4694] = 450.6339, sampling [0.0, -0.4537, 0.6535]. Recommendation = [0.0, -0.5363, 0.4694], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, -0.5363, 0.4694] = 450.6339, sampling [0.0, 0.1308, 0.1901]. Recommendation = [0.0, -0.5363, 0.4694], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, 0.1308, 0.1901] = 452.5500, sampling [0.0, 0.4591, 0.4042]. Recommendation = [0.0, 0.1308, 0.1901], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, 0.1308, 0.1901] = 452.5500, sampling [0.0, 0.3138, 0.0893]. Recommendation = [0.0, 0.1308, 0.1901], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, 0.7069, 0.2633]. Recommendation = [0.0, 0.2340, 0.2467], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, 0.5763, 0.7087]. Recommendation = [0.0, 0.4929, 0.2875], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, 0.2271, 0.6278]. Recommendation = [0.0, 0.2340, 0.2467], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, 0.9113, 0.6035]. Recommendation = [0.0, 0.2340, 0.2467], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, 0.7585, 1.0899]. Recommendation = [0.0, 0.2340, 0.2467], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, 0.3626, 1.1354]. Recommendation = [0.0, 0.2340, 0.2467], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, 1.0410, 0.9042]. Recommendation = [0.0, 0.2340, 0.2467], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, 1.1259, 0.3767]. Recommendation = [0.0, 0.2340, 0.2467], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, -0.2160, 0.0736]. Recommendation = [0.0, 0.2340, 0.2467], Current Cost = 21000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, -0.0062, 0.3003]. Recommendation = [0.0, 0.3138, 0.0893], Current Cost = 22000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, 0.1696, -0.0730]. Recommendation = [0.0, 0.3138, 0.0893], Current Cost = 23000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, 0.7276, 0.0200]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 24000.00, Rho = -1.230
(iter 12) [0.0, 0.3138, 0.0893] = 455.8208, sampling [0.0, 0.7765, 0.6092]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 25000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, -0.0857, -0.1237]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 26000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, 0.0759, 0.0656]. Recommendation = [0.0, 0.0759, 0.0656], Current Cost = 27000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, 1.2176, 1.3264]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 28000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, 1.0059, 1.2332]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 29000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, 1.3118, 0.8991]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 30000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, 1.0140, 1.6821]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 31000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, 0.8043, 1.5135]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 32000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, 1.5061, 1.5560]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 33000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, 1.1766, 1.1442]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 34000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, 0.4929, 0.2875]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 35000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, -0.8005, 0.4829]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 36000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, -0.3934, -0.0137]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 37000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, -1.1385, 0.8215]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 38000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, -1.0299, 0.5680]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 39000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, -0.6342, 0.7671]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 40000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, -0.9623, 1.0737]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 41000.00, Rho = -1.230
(iter 25) [0.0, 0.7765, 0.6092] = 456.2463, sampling [0.0, 0.1674, 0.3414]. Recommendation = [0.0, 0.2093, 0.0457], Current Cost = 42000.00, Rho = -1.230
