(iter 10) [0.0, 1.4956, 1.6847] = 425.5616, sampling [1.0, 0.7337, -0.3160]. Recommendation = [0.0, 1.4956, 1.6847], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.4956, 1.6847] = 425.5616, sampling [1.0, 0.3495, -0.2719]. Recommendation = [0.0, 1.4956, 1.6847], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.4956, 1.6847] = 425.5616, sampling [1.0, 0.4641, -0.0167]. Recommendation = [0.0, 0.3495, -0.2719], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.4956, 1.6847] = 425.5616, sampling [1.0, 0.5633, -0.0107]. Recommendation = [0.0, 0.4641, -0.0167], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.4956, 1.6847] = 425.5616, sampling [1.0, 0.6358, 0.2704]. Recommendation = [0.0, 0.4641, -0.0167], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.4956, 1.6847] = 425.5616, sampling [1.0, 0.3543, 0.1504]. Recommendation = [0.0, 0.6358, 0.2704], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.4956, 1.6847] = 425.5616, sampling [1.0, 0.8488, 0.3973]. Recommendation = [0.0, 0.3543, 0.1504], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.4956, 1.6847] = 425.5616, sampling [1.0, 0.7699, 0.2140]. Recommendation = [0.0, 0.3543, 0.1504], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.4956, 1.6847] = 425.5616, sampling [1.0, 0.7667, 0.7860]. Recommendation = [0.0, 0.3543, 0.1504], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.4956, 1.6847] = 425.5616, sampling [1.0, 1.1770, 0.9254]. Recommendation = [0.0, 0.3543, 0.1504], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.4956, 1.6847] = 425.5616, sampling [1.0, 0.9590, 0.6583]. Recommendation = [0.0, 0.3543, 0.1504], Current Cost = 5015.00, Rho = 1.000
