(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.7515, -0.4153]. Recommendation = [0.0, -0.8305, -0.0806], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.5156, -0.1666]. Recommendation = [0.0, -0.8305, -0.0806], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.5604, 0.0219]. Recommendation = [0.0, -0.5156, -0.1666], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.3902, -0.0734]. Recommendation = [0.0, -0.5604, 0.0219], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.4613, -0.1167]. Recommendation = [0.0, -0.3902, -0.0734], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.2636, -0.1961]. Recommendation = [0.0, -0.3902, -0.0734], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.3384, 0.1717]. Recommendation = [0.0, -0.3902, -0.0734], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.1456, -0.1466]. Recommendation = [0.0, -0.3384, 0.1717], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.0472, -0.0561]. Recommendation = [0.0, -0.3384, 0.1717], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.0504, -0.2431]. Recommendation = [0.0, -0.0472, -0.0561], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.1939, -0.4784]. Recommendation = [0.0, -0.0472, -0.0561], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.0267, 0.1660]. Recommendation = [0.0, -0.0472, -0.0561], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.0940, -0.0363]. Recommendation = [0.0, -0.0472, -0.0561], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.3117, 0.2793]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.0976, -0.3281]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.1917, -0.1292]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.1334, -0.0508]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.2330, -0.2165]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.2576, 0.0063]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.3595, 0.1945]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.0393, -0.3765]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.2939, -0.1577]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.4051, 0.4277]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.3331, 0.3441]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.0655, 0.5153]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.0515, 0.2089]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.5959, 0.4543]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.7727, 0.2400]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.5445, 0.5224]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.3097, 0.2380]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.3824, 0.0243]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.1845, 0.5609]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.6317, -0.0203]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.3387, -0.2664]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.6693, 0.6130]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.8725, 0.4391]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.6161, 0.6569]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, -0.9433, 0.3146]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.8305, -0.0806] = 393.6047, sampling [1.0, 0.0189, -0.5019]. Recommendation = [0.0, 0.0940, -0.0363], Current Cost = 5043.00, Rho = 1.000
