(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.2310, 1.2086]. Recommendation = [0.0, -0.1461, -0.5375], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.1995, 0.3719]. Recommendation = [0.0, -0.1461, -0.5375], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.1178, 0.7723]. Recommendation = [0.0, -0.1995, 0.3719], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.4103, -0.0500]. Recommendation = [0.0, -0.1995, 0.3719], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.6148, 0.4602]. Recommendation = [0.0, -0.4103, -0.0500], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.2879, 0.2286]. Recommendation = [0.0, -0.4311, 0.4968], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.0974, 0.0217]. Recommendation = [0.0, -0.3122, 0.2685], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.3076, 0.7001]. Recommendation = [0.0, -0.3122, 0.2685], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.9548, 1.2477]. Recommendation = [0.0, 0.0934, 0.3903], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.8068, 0.7906]. Recommendation = [0.0, -0.0974, 0.0217], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.5303, 1.7141]. Recommendation = [0.0, -0.0974, 0.0217], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.6039, 1.0718]. Recommendation = [0.0, -0.0974, 0.0217], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 1.4758, 1.4550]. Recommendation = [0.0, -0.0974, 0.0217], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 1.2730, 0.8510]. Recommendation = [0.0, -0.0974, 0.0217], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.6725, 0.4933]. Recommendation = [0.0, -0.0974, 0.0217], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.0244, -0.2756]. Recommendation = [0.0, 0.6725, 0.4933], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 1.1719, 1.5714]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.0934, 0.3903]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.4737, 0.6814]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 1.2255, 1.1360]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.9760, 0.8265]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.9440, 1.5578]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.3330, 1.7302]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -1.2679, 1.1838]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -1.0136, 1.2768]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -1.6107, 1.7533]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -1.7540, 1.1630]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -1.1660, 1.8714]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.4327, -0.0860]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 1.0404, 0.3498]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 0.5811, 0.1430]. Recommendation = [0.0, -0.0434, -0.2002], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -1.2275, 1.6288]. Recommendation = [0.0, 0.4762, 0.1672], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.3736, 0.2207]. Recommendation = [0.0, 0.4762, 0.1672], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.9639, 0.4640]. Recommendation = [0.0, 0.4762, 0.1672], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.7790, 0.0479]. Recommendation = [0.0, 0.4762, 0.1672], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.5807, -0.4050]. Recommendation = [0.0, 0.4762, 0.1672], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 1.3882, 1.9009]. Recommendation = [0.0, 0.4762, 0.1672], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, 1.8594, 1.7499]. Recommendation = [0.0, 0.4762, 0.1672], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.7912, 0.9021]. Recommendation = [0.0, 0.4762, 0.1672], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.1461, -0.5375] = 423.7532, sampling [1.0, -0.3464, -0.2275]. Recommendation = [0.0, 0.4762, 0.1672], Current Cost = 5044.00, Rho = 1.000
