(iter 5) [0.0, -1.0021, 1.1104] = 451.1632, sampling [0.0, -1.4663, 1.4993]. Recommendation = [0.0, -1.0021, 1.1104], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -1.0021, 1.1104] = 451.1632, sampling [0.0, -1.1345, 1.4185]. Recommendation = [0.0, -1.0021, 1.1104], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -1.0021, 1.1104] = 451.1632, sampling [0.0, -1.1900, 1.9278]. Recommendation = [0.0, -1.0021, 1.1104], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -1.0021, 1.1104] = 451.1632, sampling [0.0, -1.7460, 1.9723]. Recommendation = [0.0, -1.0021, 1.1104], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -1.0021, 1.1104] = 451.1632, sampling [0.0, -0.8484, 1.4701]. Recommendation = [0.0, -1.0021, 1.1104], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -1.0021, 1.1104] = 451.1632, sampling [0.0, -1.4886, 1.1326]. Recommendation = [0.0, -1.0021, 1.1104], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -1.0021, 1.1104] = 451.1632, sampling [0.0, -1.2088, 1.6983]. Recommendation = [0.0, -1.0021, 1.1104], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, -1.0021, 1.1104] = 451.1632, sampling [0.0, 0.2566, 0.7862]. Recommendation = [0.0, -1.0021, 1.1104], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, -1.0021, 1.1104] = 451.1632, sampling [0.0, -0.4957, 0.9781]. Recommendation = [0.0, -1.0021, 1.1104], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, -1.0021, 1.1104] = 451.1632, sampling [0.0, 0.7922, 0.9753]. Recommendation = [0.0, -1.0021, 1.1104], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, -1.0021, 1.1104] = 451.1632, sampling [0.0, 0.6248, 0.5698]. Recommendation = [0.0, -1.0021, 1.1104], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, 0.6248, 0.5698] = 452.9411, sampling [0.0, 0.5511, 1.4272]. Recommendation = [0.0, 0.6248, 0.5698], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, 0.6248, 0.5698] = 452.9411, sampling [0.0, 0.9989, 0.6716]. Recommendation = [0.0, 0.6248, 0.5698], Current Cost = 17000.00, Rho = -1.230
(iter 15) [0.0, 0.6248, 0.5698] = 452.9411, sampling [0.0, 0.4329, 0.2784]. Recommendation = [0.0, 0.7284, 0.6218], Current Cost = 18000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 0.8296, 0.3345]. Recommendation = [0.0, 0.7284, 0.6218], Current Cost = 19000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, -0.1887, 0.6536]. Recommendation = [0.0, 0.7284, 0.6218], Current Cost = 20000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 1.3454, 1.3270]. Recommendation = [0.0, 0.7284, 0.6218], Current Cost = 21000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 1.1973, 0.9603]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 22000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 1.1270, 1.7473]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 23000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 0.9333, 1.2624]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 24000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 1.7259, 1.9388]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 25000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 0.0881, 0.3663]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 26000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 1.7692, 1.2783]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 27000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 1.0787, 1.4723]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 28000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, -0.7911, 0.7276]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 29000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 0.5757, 0.8120]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 30000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, -0.5852, 0.4326]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 31000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, -0.5476, 0.6394]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 32000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, -0.2842, 0.3686]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 33000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 0.5307, 1.8922]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 34000.00, Rho = -1.230
(iter 18) [0.0, 0.4329, 0.2784] = 455.1509, sampling [0.0, 0.1073, -0.0152]. Recommendation = [0.0, 0.4329, 0.2784], Current Cost = 35000.00, Rho = -1.230
(iter 35) [0.0, 0.1073, -0.0152] = 455.4319, sampling [0.0, 0.6472, 0.0996]. Recommendation = [0.0, 0.1423, 0.1053], Current Cost = 36000.00, Rho = -1.230
(iter 35) [0.0, 0.1073, -0.0152] = 455.4319, sampling [0.0, -0.1574, 0.0478]. Recommendation = [0.0, 0.1423, 0.1053], Current Cost = 37000.00, Rho = -1.230
(iter 35) [0.0, 0.1073, -0.0152] = 455.4319, sampling [0.0, -1.1243, 0.8952]. Recommendation = [0.0, 0.0110, 0.0922], Current Cost = 38000.00, Rho = -1.230
(iter 35) [0.0, 0.1073, -0.0152] = 455.4319, sampling [0.0, -0.9814, 0.4623]. Recommendation = [0.0, 0.0110, 0.0922], Current Cost = 39000.00, Rho = -1.230
(iter 35) [0.0, 0.1073, -0.0152] = 455.4319, sampling [0.0, -0.4661, 0.1519]. Recommendation = [0.0, 0.0110, 0.0922], Current Cost = 40000.00, Rho = -1.230
(iter 35) [0.0, 0.1073, -0.0152] = 455.4319, sampling [0.0, 0.3967, -0.1065]. Recommendation = [0.0, 0.0110, 0.0922], Current Cost = 41000.00, Rho = -1.230
(iter 35) [0.0, 0.1073, -0.0152] = 455.4319, sampling [0.0, 0.2209, 0.2569]. Recommendation = [0.0, 0.1423, 0.1053], Current Cost = 42000.00, Rho = -1.230
(iter 35) [0.0, 0.1073, -0.0152] = 455.4319, sampling [0.0, 0.0271, 1.1855]. Recommendation = [0.0, 0.1423, 0.1053], Current Cost = 43000.00, Rho = -1.230
(iter 35) [0.0, 0.1073, -0.0152] = 455.4319, sampling [0.0, 0.3731, 0.5976]. Recommendation = [0.0, 0.1423, 0.1053], Current Cost = 44000.00, Rho = -1.230
(iter 35) [0.0, 0.1073, -0.0152] = 455.4319, sampling [0.0, 0.2263, 0.0584]. Recommendation = [0.0, 0.1423, 0.1053], Current Cost = 45000.00, Rho = -1.230
(iter 45) [0.0, 0.2263, 0.0584] = 455.6962, sampling [0.0, -0.7644, 0.2107]. Recommendation = [0.0, 0.1304, 0.1138], Current Cost = 46000.00, Rho = -1.230
(iter 45) [0.0, 0.2263, 0.0584] = 455.6962, sampling [0.0, -0.8099, 0.4653]. Recommendation = [0.0, 0.1304, 0.1138], Current Cost = 47000.00, Rho = -1.230
(iter 45) [0.0, 0.2263, 0.0584] = 455.6962, sampling [0.0, -0.9568, 0.7513]. Recommendation = [0.0, 0.1304, 0.1138], Current Cost = 48000.00, Rho = -1.230
(iter 45) [0.0, 0.2263, 0.0584] = 455.6962, sampling [0.0, -0.6760, 1.2007]. Recommendation = [0.0, 0.1304, 0.1138], Current Cost = 49000.00, Rho = -1.230
