(iter 5) [0.0, 0.6403, -0.0531] = 434.7224, sampling [0.0, 0.3772, 0.4482]. Recommendation = [0.0, 0.6403, -0.0531], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3772, 0.4482] = 446.5513, sampling [0.0, 0.0618, 0.7643]. Recommendation = [0.0, 0.3772, 0.4482], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.3772, 0.4482] = 446.5513, sampling [0.0, 0.7539, 0.5476]. Recommendation = [0.0, 0.3772, 0.4482], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 0.5432, 0.8912]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 0.2470, 0.2034]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 0.4317, 0.2835]. Recommendation = [0.0, 0.4317, 0.2835], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 0.4660, 0.6002]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, -0.1796, 0.4087]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 0.0862, 0.4964]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, -0.3956, 0.7544]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, -0.1037, 1.1176]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 0.9771, 0.8301]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 0.9149, 0.3463]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 17000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 1.0372, 1.2345]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 18000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 1.3394, 0.8589]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 19000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 0.8868, 0.9454]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 20000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 0.7170, 1.3142]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 21000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 1.3323, 1.5003]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 22000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 1.4726, 1.2274]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 23000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 1.0490, 1.5993]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 24000.00, Rho = -1.230
(iter 7) [0.0, 0.7539, 0.5476] = 456.1966, sampling [0.0, 1.1539, 1.3387]. Recommendation = [0.0, 0.7539, 0.5476], Current Cost = 25000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, 0.6936, 0.7973]. Recommendation = [0.0, 1.1539, 1.3387], Current Cost = 26000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, 1.8545, 1.8267]. Recommendation = [0.0, 1.1539, 1.3387], Current Cost = 27000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.0491, 0.0267]. Recommendation = [0.0, 1.1539, 1.3387], Current Cost = 28000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, 0.2131, -0.0162]. Recommendation = [0.0, 1.1539, 1.3387], Current Cost = 29000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.4681, 0.2752]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 30000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.2462, 0.1605]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 31000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.6248, 0.6304]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 32000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.3571, 0.5636]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 33000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -1.1680, 0.7874]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 34000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.8344, 0.9677]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 35000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -1.1591, 1.2656]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 36000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.9605, 1.6967]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 37000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -1.6106, 1.3988]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 38000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.8798, 1.3327]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 39000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -1.0251, 0.4044]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 40000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -1.3070, 1.0592]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 41000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.6651, 0.2112]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 42000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, 0.1350, 0.2505]. Recommendation = [0.0, 0.1558, 0.1863], Current Cost = 43000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.9486, 1.0559]. Recommendation = [0.0, 0.2794, 0.1044], Current Cost = 44000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, 1.0259, 1.0067]. Recommendation = [0.0, 0.2794, 0.1044], Current Cost = 45000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, 1.0954, 0.5243]. Recommendation = [0.0, 0.2794, 0.1044], Current Cost = 46000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.1406, 0.2413]. Recommendation = [0.0, 0.2794, 0.1044], Current Cost = 47000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -1.1980, 1.5406]. Recommendation = [0.0, 0.2794, 0.1044], Current Cost = 48000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -1.5454, 1.9946]. Recommendation = [0.0, 0.2794, 0.1044], Current Cost = 49000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -1.3258, 1.6600]. Recommendation = [0.0, 0.2794, 0.1044], Current Cost = 50000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -0.9429, 1.9775]. Recommendation = [0.0, 0.2794, 0.1044], Current Cost = 51000.00, Rho = -1.230
(iter 25) [0.0, 1.1539, 1.3387] = 456.2710, sampling [0.0, -1.8381, 1.8354]. Recommendation = [0.0, 0.2794, 0.1044], Current Cost = 52000.00, Rho = -1.230
