(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.1806, 0.2764]. Recommendation = [0.0, 0.8678, -0.2649], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, 0.3393, 0.2714]. Recommendation = [0.0, -0.1806, 0.2764], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.0377, 0.6876]. Recommendation = [0.0, 0.3393, 0.2714], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, 0.1221, -0.0036]. Recommendation = [0.0, 0.3393, 0.2714], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.4651, 0.5240]. Recommendation = [0.0, 0.1221, -0.0036], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.4090, 0.0008]. Recommendation = [0.0, 0.1221, -0.0036], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, 0.4353, -0.0390]. Recommendation = [0.0, 0.1221, -0.0036], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.8195, 0.3578]. Recommendation = [0.0, 0.1221, -0.0036], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.4724, 0.2189]. Recommendation = [0.0, -0.3356, 0.2135], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.6721, 0.8120]. Recommendation = [0.0, -0.3356, 0.2135], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.7532, 0.0695]. Recommendation = [0.0, -0.3356, 0.2135], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.1186, -0.2871]. Recommendation = [0.0, 0.1221, -0.0036], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.2237, 0.0155]. Recommendation = [0.0, -0.2237, 0.0155], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.4913, -0.2798]. Recommendation = [0.0, -0.1399, 0.1406], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, 0.1827, 0.3961]. Recommendation = [0.0, -0.1897, -0.1289], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -1.0429, 0.6368]. Recommendation = [0.0, -0.1399, 0.1406], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.8678, -0.2649] = 352.6652, sampling [1.0, -0.7717, 0.5644]. Recommendation = [0.0, -0.1399, 0.1406], Current Cost = 5021.00, Rho = 1.000
