(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, 0.1123, 0.6232]. Recommendation = [0.0, -1.1585, 1.0181], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, -0.6215, 0.9139]. Recommendation = [0.0, -1.1585, 1.0181], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, 0.5835, 0.4179]. Recommendation = [0.0, -1.1585, 1.0181], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, 0.3228, 0.0133]. Recommendation = [0.0, 0.5835, 0.4179], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, 0.5994, 0.0622]. Recommendation = [0.0, 0.5835, 0.4179], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, 0.5259, 0.9629]. Recommendation = [0.0, 0.5835, 0.4179], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, 0.3861, 0.3041]. Recommendation = [0.0, 0.5835, 0.4179], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, -0.2325, 1.2451]. Recommendation = [0.0, 0.5835, 0.4179], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, -0.0915, 0.1831]. Recommendation = [0.0, 0.5835, 0.4179], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, 0.9311, 0.3313]. Recommendation = [0.0, 0.3115, 0.2081], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, 0.1763, 0.1310]. Recommendation = [0.0, 0.3115, 0.2081], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, -0.5438, 0.5659]. Recommendation = [0.0, 0.3115, 0.2081], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, -0.2850, 0.3914]. Recommendation = [0.0, 0.3115, 0.2081], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, -0.9065, 0.6524]. Recommendation = [0.0, 0.3115, 0.2081], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, 0.1075, 0.3404]. Recommendation = [0.0, 0.3115, 0.2081], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, 0.5196, -0.2107]. Recommendation = [0.0, 0.3115, 0.2081], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, -1.0264, 0.8364]. Recommendation = [0.0, 0.3115, 0.2081], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, -0.4505, 0.1984]. Recommendation = [0.0, 0.3115, 0.2081], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -1.1585, 1.0181] = 441.1343, sampling [1.0, -0.5243, 0.3575]. Recommendation = [0.0, 0.5835, 0.4179], Current Cost = 5023.00, Rho = 1.000
