(iter 5) [0.0, 0.6016, 0.5733] = 451.6709, sampling [0.0, 0.9993, 1.4333]. Recommendation = [0.0, 0.6016, 0.5733], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.6016, 0.5733] = 451.6709, sampling [0.0, 1.8051, 1.0447]. Recommendation = [0.0, 0.6016, 0.5733], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.6016, 0.5733] = 451.6709, sampling [0.0, 0.1301, 1.1439]. Recommendation = [0.0, 0.6016, 0.5733], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.6016, 0.5733] = 451.6709, sampling [0.0, 0.2207, -0.0749]. Recommendation = [0.0, 0.6016, 0.5733], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, 0.5897, 1.9188]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, -0.1635, 0.4579]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, 0.6124, -0.7665]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, 0.2420, 0.3127]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, 1.9583, -1.6100]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, 0.7105, 0.9761]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, 0.5715, -0.1235]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, 0.2158, -0.4835]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, -1.7994, 1.9811]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, -0.9347, 0.9054]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 18000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, -1.3996, 1.3061]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 19000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, -0.3830, 0.0413]. Recommendation = [0.0, 0.2207, -0.0749], Current Cost = 20000.00, Rho = -1.230
(iter 8) [0.0, 0.2207, -0.0749] = 454.1658, sampling [0.0, -0.5338, 0.6944]. Recommendation = [0.0, -0.1140, 0.1619], Current Cost = 21000.00, Rho = -1.230
