(iter 5) [0.0, 0.6537, 0.2024] = 451.1197, sampling [0.0, 0.3902, 0.4270]. Recommendation = [0.0, 0.6537, 0.2024], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.6537, 0.2024] = 451.1197, sampling [0.0, 0.1947, 0.2541]. Recommendation = [0.0, 0.6537, 0.2024], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.6537, 0.2024] = 451.1197, sampling [0.0, 0.3966, 0.0556]. Recommendation = [0.0, 0.6537, 0.2024], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.3966, 0.0556] = 454.9005, sampling [0.0, 0.0741, -0.1330]. Recommendation = [0.0, 0.5519, 0.1875], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.3966, 0.0556] = 454.9005, sampling [0.0, -0.0020, 0.1776]. Recommendation = [0.0, 0.3966, 0.0556], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.3966, 0.0556] = 454.9005, sampling [0.0, 0.4042, -0.2386]. Recommendation = [0.0, 0.3966, 0.0556], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 0.3966, 0.0556] = 454.9005, sampling [0.0, 0.5819, 0.0053]. Recommendation = [0.0, 0.3966, 0.0556], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 0.3966, 0.0556] = 454.9005, sampling [0.0, -0.1842, 0.0404]. Recommendation = [0.0, 0.5519, 0.1875], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 0.3966, 0.0556] = 454.9005, sampling [0.0, -0.1481, 0.4006]. Recommendation = [0.0, 0.5519, 0.1875], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 0.3966, 0.0556] = 454.9005, sampling [0.0, -0.1411, -0.3216]. Recommendation = [0.0, 0.5519, 0.1875], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 0.3966, 0.0556] = 454.9005, sampling [0.0, 0.1549, -0.2986]. Recommendation = [0.0, 0.5519, 0.1875], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, 0.3966, 0.0556] = 454.9005, sampling [0.0, -0.3945, -0.1176]. Recommendation = [0.0, 0.5519, 0.1875], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, 0.3966, 0.0556] = 454.9005, sampling [0.0, -0.3820, 0.1374]. Recommendation = [0.0, 0.5519, 0.1875], Current Cost = 17000.00, Rho = -1.230
(iter 7) [0.0, 0.3966, 0.0556] = 454.9005, sampling [0.0, 0.6202, 0.4803]. Recommendation = [0.0, -0.3274, 0.1271], Current Cost = 18000.00, Rho = -1.230
(iter 18) [0.0, 0.6202, 0.4803] = 455.2417, sampling [0.0, 0.5519, 0.1875]. Recommendation = [0.0, 0.5519, 0.1875], Current Cost = 19000.00, Rho = -1.230
(iter 18) [0.0, 0.6202, 0.4803] = 455.2417, sampling [0.0, 0.3733, -0.1042]. Recommendation = [0.0, -0.3274, 0.1271], Current Cost = 20000.00, Rho = -1.230
(iter 18) [0.0, 0.6202, 0.4803] = 455.2417, sampling [0.0, 0.3588, 0.6720]. Recommendation = [0.0, -0.3274, 0.1271], Current Cost = 21000.00, Rho = -1.230
(iter 18) [0.0, 0.6202, 0.4803] = 455.2417, sampling [0.0, 0.8915, 0.3394]. Recommendation = [0.0, -0.3274, 0.1271], Current Cost = 22000.00, Rho = -1.230
(iter 18) [0.0, 0.6202, 0.4803] = 455.2417, sampling [0.0, 0.8585, -0.0064]. Recommendation = [0.0, -0.3274, 0.1271], Current Cost = 23000.00, Rho = -1.230
(iter 18) [0.0, 0.6202, 0.4803] = 455.2417, sampling [0.0, 0.7696, 0.7254]. Recommendation = [0.0, -0.3274, 0.1271], Current Cost = 24000.00, Rho = -1.230
(iter 18) [0.0, 0.6202, 0.4803] = 455.2417, sampling [0.0, 0.7197, 0.6123]. Recommendation = [0.0, -0.3274, 0.1271], Current Cost = 25000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, 0.6300, 0.8511]. Recommendation = [0.0, -0.3274, 0.1271], Current Cost = 26000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, 0.1410, 0.3443]. Recommendation = [0.0, -0.3274, 0.1271], Current Cost = 27000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.4559, 0.5258]. Recommendation = [0.0, -0.3274, 0.1271], Current Cost = 28000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.2733, 0.7449]. Recommendation = [0.0, -0.2913, 0.1344], Current Cost = 29000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.3076, -0.2439]. Recommendation = [0.0, -0.2913, 0.1344], Current Cost = 30000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.7212, 0.3679]. Recommendation = [0.0, -0.2913, 0.1344], Current Cost = 31000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.5226, -0.0451]. Recommendation = [0.0, -0.2913, 0.1344], Current Cost = 32000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.7922, 0.0294]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 33000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.2913, 0.1344]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 34000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.6524, 0.8352]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 35000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.5631, 0.6573]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 36000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.9479, 0.6535]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 37000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.8571, 0.4663]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 38000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, 0.0458, 1.1852]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 39000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, 0.1719, -0.5612]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 40000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, 0.6888, -0.5087]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 41000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.9121, 1.0464]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 42000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.9806, 0.8613]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 43000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.7691, 0.9490]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 44000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -1.1605, 0.7136]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 45000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.7282, 1.2854]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 46000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -0.4892, 0.9885]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 47000.00, Rho = -1.230
(iter 25) [0.0, 0.7197, 0.6123] = 455.3311, sampling [0.0, -1.1881, 1.0491]. Recommendation = [0.0, 0.7197, 0.6123], Current Cost = 48000.00, Rho = -1.230
