(iter 5) [0.0, 1.0566, 0.9542] = 453.6638, sampling [0.0, 0.7041, 0.9287]. Recommendation = [0.0, 1.0566, 0.9542], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 1.0566, 0.9542] = 453.6638, sampling [0.0, 0.9107, 1.0635]. Recommendation = [0.0, 1.0566, 0.9542], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 1.0566, 0.9542] = 453.6638, sampling [0.0, 0.9689, 0.7946]. Recommendation = [0.0, 1.0566, 0.9542], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.9689, 0.7946] = 454.2191, sampling [0.0, 0.9339, 1.0071]. Recommendation = [0.0, 0.9339, 1.0071], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.9339, 1.0071] = 454.4736, sampling [0.0, 0.7394, 0.7681]. Recommendation = [0.0, 0.9339, 1.0071], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.9339, 1.0071] = 454.4736, sampling [0.0, 0.3645, 0.6630]. Recommendation = [0.0, 0.9339, 1.0071], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.9339, 1.0071] = 454.4736, sampling [0.0, -0.2679, 0.3376]. Recommendation = [0.0, 0.9339, 1.0071], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.9339, 1.0071] = 454.4736, sampling [0.0, 0.0272, 0.4691]. Recommendation = [0.0, 0.9339, 1.0071], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.9339, 1.0071] = 454.4736, sampling [0.0, -0.2186, 0.5692]. Recommendation = [0.0, 0.9339, 1.0071], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.9339, 1.0071] = 454.4736, sampling [0.0, -0.3818, 0.0741]. Recommendation = [0.0, 0.9339, 1.0071], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.9339, 1.0071] = 454.4736, sampling [0.0, -0.0602, 0.2476]. Recommendation = [0.0, 0.9339, 1.0071], Current Cost = 15000.00, Rho = -1.230
