(iter 10) [0.0, -0.9831, 1.0255] = 452.0189, sampling [1.0, -0.8884, 1.2632]. Recommendation = [0.0, -0.9831, 1.0255], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.9831, 1.0255] = 452.0189, sampling [1.0, -0.9160, 1.0795]. Recommendation = [0.0, -0.9831, 1.0255], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.9831, 1.0255] = 452.0189, sampling [1.0, -0.7082, 1.1665]. Recommendation = [0.0, -0.9831, 1.0255], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.9831, 1.0255] = 452.0189, sampling [1.0, -1.0902, 1.2318]. Recommendation = [0.0, -0.9831, 1.0255], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.9831, 1.0255] = 452.0189, sampling [1.0, -1.1446, 1.1262]. Recommendation = [0.0, -0.9831, 1.0255], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.9831, 1.0255] = 452.0189, sampling [1.0, -0.8722, 0.9499]. Recommendation = [0.0, -0.9831, 1.0255], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.9831, 1.0255] = 452.0189, sampling [1.0, -0.9728, 0.9433]. Recommendation = [0.0, -0.9831, 1.0255], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.9831, 1.0255] = 452.0189, sampling [1.0, -0.6241, 0.9808]. Recommendation = [0.0, -0.9728, 0.9433], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.9831, 1.0255] = 452.0189, sampling [1.0, -1.1024, 0.9080]. Recommendation = [0.0, -0.9728, 0.9433], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.9831, 1.0255] = 452.0189, sampling [1.0, -0.8419, 0.8039]. Recommendation = [0.0, -0.9728, 0.9433], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.9831, 1.0255] = 452.0189, sampling [1.0, -1.0220, 0.7477]. Recommendation = [0.0, -0.9728, 0.9433], Current Cost = 5015.00, Rho = 1.000
