(iter 5) [0.0, 0.6749, -0.2690] = 403.7072, sampling [0.0, 0.3749, 0.0801]. Recommendation = [0.0, 0.6749, -0.2690], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3749, 0.0801] = 455.5434, sampling [0.0, 0.2931, -0.2075]. Recommendation = [0.0, 0.3749, 0.0801], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.3749, 0.0801] = 455.5434, sampling [0.0, 0.1248, 0.0213]. Recommendation = [0.0, 0.3749, 0.0801], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.3749, 0.0801] = 455.5434, sampling [0.0, 0.3167, 0.0117]. Recommendation = [0.0, 0.3167, 0.0117], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.3749, 0.0801] = 455.5434, sampling [0.0, 0.2052, 0.1698]. Recommendation = [0.0, 0.2812, 0.0356], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.3749, 0.0801] = 455.5434, sampling [0.0, 0.4325, 0.4289]. Recommendation = [0.0, 0.2812, 0.0356], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.3749, 0.0801] = 455.5434, sampling [0.0, 0.1494, 0.4596]. Recommendation = [0.0, 0.2812, 0.0356], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.3749, 0.0801] = 455.5434, sampling [0.0, 0.5478, 0.3075]. Recommendation = [0.0, 0.2812, 0.0356], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.4187, 0.1452]. Recommendation = [0.0, 0.4187, 0.1452], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.0099, 0.2349]. Recommendation = [0.0, 0.2812, 0.0356], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.4772, -0.2320]. Recommendation = [0.0, 0.2812, 0.0356], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.1124, -0.1809]. Recommendation = [0.0, 0.2812, 0.0356], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.1211, -0.0734]. Recommendation = [0.0, 0.2812, 0.0356], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.5321, 0.7498]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.6007, 0.5190]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.2238, 0.5672]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.1918, 0.4446]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 21000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.0704, 0.3464]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 22000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.3169, 0.2586]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 23000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.0476, 0.6900]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 24000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.4197, 0.0970]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 25000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.3322, -0.1693]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 26000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.0956, -0.3199]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 27000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.2280, -0.2509]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 28000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.1373, -0.4175]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 29000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.5093, -0.0822]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 30000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.5250, 0.2286]. Recommendation = [0.0, 0.0803, -0.0192], Current Cost = 31000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.2588, 0.9530]. Recommendation = [0.0, 0.5478, 0.3075], Current Cost = 32000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.3262, 0.3636]. Recommendation = [0.0, 0.5478, 0.3075], Current Cost = 33000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.0803, -0.0192]. Recommendation = [0.0, 0.5478, 0.3075], Current Cost = 34000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.5416, 0.3884]. Recommendation = [0.0, 0.5478, 0.3075], Current Cost = 35000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.4144, -0.0985]. Recommendation = [0.0, 0.5478, 0.3075], Current Cost = 36000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.2949, -0.4608]. Recommendation = [0.0, 0.5478, 0.3075], Current Cost = 37000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, -0.4963, -0.2903]. Recommendation = [0.0, 0.5478, 0.3075], Current Cost = 38000.00, Rho = -1.230
(iter 12) [0.0, 0.5478, 0.3075] = 456.0902, sampling [0.0, 0.0364, -0.3797]. Recommendation = [0.0, 0.5478, 0.3075], Current Cost = 39000.00, Rho = -1.230
