(iter 5) [0.0, -1.4708, 1.9002] = 443.2789, sampling [0.0, -1.3787, 1.7136]. Recommendation = [0.0, -1.4708, 1.9002], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -1.3787, 1.7136] = 447.1355, sampling [0.0, -1.1142, 1.7719]. Recommendation = [0.0, -1.3787, 1.7136], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -1.3787, 1.7136] = 447.1355, sampling [0.0, -1.3438, 1.5222]. Recommendation = [0.0, -1.3787, 1.7136], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -1.3787, 1.7136] = 447.1355, sampling [0.0, -1.3658, 1.6085]. Recommendation = [0.0, -1.3787, 1.7136], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -1.3787, 1.7136] = 447.1355, sampling [0.0, -1.7198, 1.5116]. Recommendation = [0.0, -1.3787, 1.7136], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -1.3787, 1.7136] = 447.1355, sampling [0.0, -1.3071, 1.6042]. Recommendation = [0.0, -1.3071, 1.6042], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, -1.3071, 1.6042] = 449.8923, sampling [0.0, -1.2254, 1.9374]. Recommendation = [0.0, -1.3071, 1.6042], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, -1.3071, 1.6042] = 449.8923, sampling [0.0, -1.1657, 1.5304]. Recommendation = [0.0, -1.3071, 1.6042], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, -1.3071, 1.6042] = 449.8923, sampling [0.0, -0.8652, 1.4886]. Recommendation = [0.0, -1.3071, 1.6042], Current Cost = 13000.00, Rho = -1.230
(iter 10) [0.0, -1.3071, 1.6042] = 449.8923, sampling [0.0, -0.9047, 1.9215]. Recommendation = [0.0, -1.3071, 1.6042], Current Cost = 14000.00, Rho = -1.230
(iter 10) [0.0, -1.3071, 1.6042] = 449.8923, sampling [0.0, -1.1278, 1.2753]. Recommendation = [0.0, -1.3071, 1.6042], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, -1.1278, 1.2753] = 451.7713, sampling [0.0, -0.9179, 1.0528]. Recommendation = [0.0, -1.1278, 1.2753], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, -1.1278, 1.2753] = 451.7713, sampling [0.0, -1.1561, 1.1563]. Recommendation = [0.0, -1.1278, 1.2753], Current Cost = 17000.00, Rho = -1.230
(iter 15) [0.0, -1.1278, 1.2753] = 451.7713, sampling [0.0, -1.0459, 0.9293]. Recommendation = [0.0, -1.1278, 1.2753], Current Cost = 18000.00, Rho = -1.230
(iter 15) [0.0, -1.1278, 1.2753] = 451.7713, sampling [0.0, -0.9722, 0.8018]. Recommendation = [0.0, -1.1278, 1.2753], Current Cost = 19000.00, Rho = -1.230
