(iter 5) [0.0, -1.2680, 1.5115] = 450.2270, sampling [0.0, -1.4876, 1.6852]. Recommendation = [0.0, -1.2680, 1.5115], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -1.2680, 1.5115] = 450.2270, sampling [0.0, -1.5186, 1.3814]. Recommendation = [0.0, -1.2680, 1.5115], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -1.2680, 1.5115] = 450.2270, sampling [0.0, -1.1504, 1.8160]. Recommendation = [0.0, -1.2680, 1.5115], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -1.2680, 1.5115] = 450.2270, sampling [0.0, -1.2722, 1.6767]. Recommendation = [0.0, -1.2680, 1.5115], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -1.0195, 1.5911]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -1.4573, 1.9857]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -1.3083, 1.9013]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -1.4284, 1.7790]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -1.9402, 1.9542]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -1.0498, 1.3536]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -0.7633, 1.8931]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -1.0153, 1.1719]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -0.8657, 1.3082]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -1.0598, 1.2403]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 18000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -1.1089, 1.0054]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 19000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -0.8503, 1.0701]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 20000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -1.3601, 1.0333]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 21000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -0.7942, 0.8389]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 22000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -0.6771, 1.0893]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 23000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -0.7913, 0.9840]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 24000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -0.6604, 0.7229]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 25000.00, Rho = -1.230
(iter 8) [0.0, -1.2722, 1.6767] = 450.7988, sampling [0.0, -0.8329, 0.6621]. Recommendation = [0.0, -1.2722, 1.6767], Current Cost = 26000.00, Rho = -1.230
(iter 26) [0.0, -0.8329, 0.6621] = 452.8406, sampling [0.0, -0.3941, 0.6160]. Recommendation = [0.0, -0.8329, 0.6621], Current Cost = 27000.00, Rho = -1.230
(iter 26) [0.0, -0.8329, 0.6621] = 452.8406, sampling [0.0, -0.4205, 0.8187]. Recommendation = [0.0, -0.8329, 0.6621], Current Cost = 28000.00, Rho = -1.230
(iter 26) [0.0, -0.8329, 0.6621] = 452.8406, sampling [0.0, -0.4544, 0.2260]. Recommendation = [0.0, -0.8329, 0.6621], Current Cost = 29000.00, Rho = -1.230
