(iter 5) [0.0, 0.9694, 0.2926] = 414.4265, sampling [0.0, -0.0152, 0.4986]. Recommendation = [0.0, 0.9694, 0.2926], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0152, 0.4986] = 430.4317, sampling [0.0, -0.6914, 0.7080]. Recommendation = [0.0, -0.0152, 0.4986], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.6914, 0.7080] = 448.1506, sampling [0.0, 0.6788, 0.8377]. Recommendation = [0.0, -0.6914, 0.7080], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.6914, 0.7080] = 448.1506, sampling [0.0, -1.4209, 1.2202]. Recommendation = [0.0, -0.6914, 0.7080], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -0.6914, 0.7080] = 448.1506, sampling [0.0, -1.1999, 0.4741]. Recommendation = [0.0, -0.6914, 0.7080], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, -0.6914, 0.7080] = 448.1506, sampling [0.0, -0.9616, 1.7891]. Recommendation = [0.0, -0.6914, 0.7080], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, -0.6914, 0.7080] = 448.1506, sampling [0.0, 1.3185, 1.6363]. Recommendation = [0.0, -0.6914, 0.7080], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 1.3003, 0.9837]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 0.8087, 1.9106]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 13000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 1.9743, 2.0000]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 14000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -1.7156, 1.8864]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 15000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -0.7649, 1.1553]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 16000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -0.4439, 0.2205]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 17000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 1.0254, 1.2960]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 18000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -1.9954, 0.8257]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 19000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -0.1531, 0.9419]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 20000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 0.4878, 0.4680]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 21000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 0.0759, 0.0620]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 22000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 0.6524, 1.2159]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 23000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -0.8390, 0.3020]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 24000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -0.4296, 1.9368]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 25000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -1.1040, 1.4146]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 26000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -0.3664, 0.5977]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 27000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 0.2598, 0.9105]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 28000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 1.0175, 0.5900]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 29000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 1.8774, 1.1278]. Recommendation = [0.0, 1.3185, 1.6363], Current Cost = 30000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -0.9704, 0.8555]. Recommendation = [0.0, 0.7774, 0.5815], Current Cost = 31000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -0.3530, -0.0509]. Recommendation = [0.0, 0.7774, 0.5815], Current Cost = 32000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 0.5161, 0.1032]. Recommendation = [0.0, -0.0203, 0.2404], Current Cost = 33000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -0.1422, 0.2623]. Recommendation = [0.0, 0.3668, 0.3170], Current Cost = 34000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 1.0362, 0.8854]. Recommendation = [0.0, 0.3668, 0.3170], Current Cost = 35000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, -1.2993, 1.7356]. Recommendation = [0.0, 0.3668, 0.3170], Current Cost = 36000.00, Rho = -1.230
(iter 11) [0.0, 1.3185, 1.6363] = 455.1539, sampling [0.0, 0.7176, 0.5613]. Recommendation = [0.0, 0.3668, 0.3170], Current Cost = 37000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.1458, 0.2732]. Recommendation = [0.0, 0.3668, 0.3170], Current Cost = 38000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.1226, -0.3127]. Recommendation = [0.0, 0.3668, 0.3170], Current Cost = 39000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.2202, -0.2381]. Recommendation = [0.0, -0.1704, 0.1160], Current Cost = 40000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -1.1254, 1.0787]. Recommendation = [0.0, -0.0767, -0.1218], Current Cost = 41000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.9993, 1.6530]. Recommendation = [0.0, -0.0767, -0.1218], Current Cost = 42000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.0767, -0.1218]. Recommendation = [0.0, -0.0767, -0.1218], Current Cost = 43000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.5907, 0.9028]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 44000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.7730, 0.5225]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 45000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.8624, 1.0422]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 46000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -1.3922, 1.9469]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 47000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.5362, 1.3491]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 48000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.5319, 1.5509]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 49000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 1.2926, 1.3925]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 50000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.3053, 0.5150]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 51000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.3333, 0.1499]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 52000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 1.1240, 1.9315]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 53000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.1931, -0.6887]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 54000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.5996, -0.3616]. Recommendation = [0.0, 1.1703, 1.4893], Current Cost = 55000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.2258, -0.6009]. Recommendation = [0.0, 1.1703, 1.4893], Current Cost = 56000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.6439, -0.0999]. Recommendation = [0.0, 1.1703, 1.4893], Current Cost = 57000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.8891, 1.4351]. Recommendation = [0.0, 1.1703, 1.4893], Current Cost = 58000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -1.2720, 1.5005]. Recommendation = [0.0, 1.1703, 1.4893], Current Cost = 59000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.4889, 0.7543]. Recommendation = [0.0, 1.1703, 1.4893], Current Cost = 60000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.7898, 0.1082]. Recommendation = [0.0, 1.1703, 1.4893], Current Cost = 61000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 1.5010, 1.8931]. Recommendation = [0.0, 1.1703, 1.4893], Current Cost = 62000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.3249, 1.9686]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 63000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 1.0852, 1.0699]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 64000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.5138, -0.0926]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 65000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -1.5602, 1.5726]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 66000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.2270, -0.4176]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 67000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.1179, 0.7019]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 68000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.1704, 0.1160]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 69000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 1.1703, 1.4893]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 70000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.9139, 1.0860]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 71000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.6029, 0.5736]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 72000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 1.2871, 0.4225]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 73000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -1.1769, 0.0170]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 74000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.8955, 1.4470]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 75000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.5985, -0.4700]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 76000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, -0.1000, -1.1650]. Recommendation = [0.0, 0.1340, -0.0415], Current Cost = 77000.00, Rho = -1.230
(iter 37) [0.0, 0.7176, 0.5613] = 456.0049, sampling [0.0, 0.1027, -0.8529]. Recommendation = [0.0, 0.7176, 0.5613], Current Cost = 78000.00, Rho = -1.230
