(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.3516, 0.4296]. Recommendation = [0.0, 0.3411, 0.2597], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.3636, 0.9802]. Recommendation = [0.0, 0.3411, 0.2597], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.1174, 0.0781]. Recommendation = [0.0, 0.3411, 0.2597], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.9547, 0.3017]. Recommendation = [0.0, -0.0002, 0.2320], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.6532, -0.1656]. Recommendation = [0.0, -0.0002, 0.2320], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.3495, 1.4316]. Recommendation = [0.0, -0.0002, 0.2320], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.0305, 0.8216]. Recommendation = [0.0, -0.0002, 0.2320], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.0374, 0.4198]. Recommendation = [0.0, -0.0002, 0.2320], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.7024, 0.6542]. Recommendation = [0.0, -0.0002, 0.2320], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.9865, 1.6260]. Recommendation = [0.0, -0.0002, 0.2320], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.5345, 0.1686]. Recommendation = [0.0, -0.0002, 0.2320], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.4766, 0.8975]. Recommendation = [0.0, -0.3929, 0.2134], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.2136, -0.5032]. Recommendation = [0.0, -0.3929, 0.2134], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.2404, -0.1450]. Recommendation = [0.0, -0.3929, 0.2134], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.0021, -0.1433]. Recommendation = [0.0, -0.3929, 0.2134], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.6431, 0.4071]. Recommendation = [0.0, -0.0002, 0.2320], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.0549, 0.1279]. Recommendation = [0.0, -0.0002, 0.2320], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.3208, 0.2694]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.5907, -0.7652]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.8762, 0.8565]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.4298, 0.6369]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.4573, 1.5382]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.5061, 1.6179]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.1570, 0.3928]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.1793, 1.1273]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.6336, 0.8362]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.1253, 1.8373]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.1033, 0.7369]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.0342, 1.3307]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.0544, -0.0785]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.2054, 0.3686]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.0002, 0.2320]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.1425, -0.2893]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.0404, -0.6126]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.0288, -0.2441]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.3150, -0.2200]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.5401, 0.4624]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.4179, 1.8593]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.3631, -0.0584]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.1494, 0.5175]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.0468, -0.0241]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.6680, 1.9350]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.1663, -0.8761]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.3929, 0.2134]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.1004, 1.5734]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.6837, -0.0165]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.7358, 1.2071]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.6312, 0.5362]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.2644, 0.8250]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.2962, 0.4841]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.1310, -0.1979]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.1392, 0.5475]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.2604, 1.3999]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.5827, -0.4807]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.2222, -0.4881]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.2657, 1.8967]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.3333, 1.2935]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.7951, 1.4668]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.0457, 1.2564]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.2060, 0.9345]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.8550, 0.1078]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.3080, 0.5979]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.1042, 1.2719]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.2258, -0.3127]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.9712, 1.4055]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.2778, 0.3415]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -0.4041, 0.2760]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, -1.1064, 0.7590]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.1241, 0.4409]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.0569, 0.8694]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.2088, -0.7567]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.2767, 0.3768]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.7009, 0.5293]. Recommendation = [0.0, -0.0468, -0.0241], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.7197, 0.3349]. Recommendation = [0.0, 0.7009, 0.5293], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.6860, 0.1395]. Recommendation = [0.0, 0.7009, 0.5293], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.5360, -0.0662]. Recommendation = [0.0, 0.7009, 0.5293], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.6490, 0.9894]. Recommendation = [0.0, 0.3322, 0.2280], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.9077, 0.6934]. Recommendation = [0.0, 0.3322, 0.2280], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.8507, 0.9407]. Recommendation = [0.0, 0.7009, 0.5293], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.8610, 0.5811]. Recommendation = [0.0, 0.7009, 0.5293], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.7899, 1.3801]. Recommendation = [0.0, 0.7597, 0.5659], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 1.0116, 1.1055]. Recommendation = [0.0, 0.7597, 0.5659], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 1.1598, 0.8438]. Recommendation = [0.0, 0.7597, 0.5659], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.9482, 0.8797]. Recommendation = [0.0, 0.9482, 0.8797], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 1.1151, 1.2722]. Recommendation = [0.0, 0.7597, 0.5659], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 1.0581, 1.6542]. Recommendation = [0.0, 0.7597, 0.5659], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 1.2488, 1.4239]. Recommendation = [0.0, 0.7597, 0.5659], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.9782, 1.3651]. Recommendation = [0.0, 0.7597, 0.5659], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 0.5254, 1.8957]. Recommendation = [0.0, 0.7597, 0.5659], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 1.4570, 1.3164]. Recommendation = [0.0, 0.7597, 0.5659], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, 0.3411, 0.2597] = 453.8122, sampling [1.0, 1.3220, 0.9726]. Recommendation = [0.0, 0.7597, 0.5659], Current Cost = 5095.00, Rho = 1.000
