(iter 5) [0.0, 0.1792, 1.3022] = 294.3158, sampling [0.0, 0.3478, 1.8345]. Recommendation = [0.0, 0.1792, 1.3022], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.1792, 1.3022] = 294.3158, sampling [0.0, -0.0284, 1.1064]. Recommendation = [0.0, 0.1792, 1.3022], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.0284, 1.1064] = 332.9994, sampling [0.0, -0.2263, 0.9933]. Recommendation = [0.0, -0.0284, 1.1064], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.2263, 0.9933] = 366.0457, sampling [0.0, -0.4096, 1.0404]. Recommendation = [0.0, -0.2263, 0.9933], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.4096, 1.0404] = 378.1706, sampling [0.0, -0.4814, 1.2478]. Recommendation = [0.0, -0.4096, 1.0404], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.4096, 1.0404] = 378.1706, sampling [0.0, -0.3553, 0.7905]. Recommendation = [0.0, -0.4096, 1.0404], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, -0.3553, 0.7905] = 410.3398, sampling [0.0, -0.3262, 0.7078]. Recommendation = [0.0, -0.3553, 0.7905], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, -0.3262, 0.7078] = 418.3732, sampling [0.0, -0.2674, 0.6725]. Recommendation = [0.0, -0.3262, 0.7078], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, -0.2674, 0.6725] = 418.5786, sampling [0.0, -0.1400, 0.5863]. Recommendation = [0.0, -0.2674, 0.6725], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, -0.1400, 0.5863] = 422.8898, sampling [0.0, -0.0021, 0.6560]. Recommendation = [0.0, -0.1400, 0.5863], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, -0.1400, 0.5863] = 422.8898, sampling [0.0, -0.0723, 0.5739]. Recommendation = [0.0, -0.1400, 0.5863], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, -0.1400, 0.5863] = 422.8898, sampling [0.0, -0.0715, 0.5155]. Recommendation = [0.0, -0.1400, 0.5863], Current Cost = 16000.00, Rho = -1.230
(iter 16) [0.0, -0.0715, 0.5155] = 429.1034, sampling [0.0, -0.0551, 0.4038]. Recommendation = [0.0, -0.0715, 0.5155], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, -0.0551, 0.4038] = 439.1221, sampling [0.0, 0.0470, 0.4640]. Recommendation = [0.0, -0.0551, 0.4038], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, -0.0551, 0.4038] = 439.1221, sampling [0.0, -0.0226, 0.3335]. Recommendation = [0.0, -0.0551, 0.4038], Current Cost = 19000.00, Rho = -1.230
(iter 19) [0.0, -0.0226, 0.3335] = 444.1679, sampling [0.0, -0.3166, 0.3279]. Recommendation = [0.0, -0.0226, 0.3335], Current Cost = 20000.00, Rho = -1.230
